@relation 'breast-cancer-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R1,8-9,24,31-32,34-37,49_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A38-N200-T1.0E-4'

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute Source_24 numeric
@attribute Source_25 numeric
@attribute Source_26 numeric
@attribute Source_27 numeric
@attribute Source_28 numeric
@attribute Source_29 numeric
@attribute Source_30 numeric
@attribute Source_31 numeric
@attribute Source_32 numeric
@attribute Source_33 numeric
@attribute Source_34 numeric
@attribute Source_35 numeric
@attribute Source_36 numeric
@attribute Source_37 numeric
@attribute Class {no-recurrence-events,recurrence-events}

@data
-0.119014,-0.043038,0.021419,0.139552,-0.011192,0.049401,0.017612,-0.02586,0.048609,-0.038452,-0.045781,-0.205709,0.025849,0.000209,0.072742,0.010266,0.047168,0.102454,-0.010756,0.082058,0.005199,-0.065182,-0.004565,0.029047,-0.053415,-0.03413,0.069784,-0.015755,-0.042216,0.021388,0.217261,0.049158,0.067893,0.041886,-0.000594,0.065129,0.048537,-0.143899,no-recurrence-events
-0.026729,0.114677,-0.097721,-0.001096,-0.031578,0.029592,0.013554,-0.032391,-0.088293,0.018677,0.049403,-0.211324,0.062943,0.018031,-0.07301,-0.021961,-0.075269,-0.041833,-0.058608,0.028591,-0.019948,-0.002315,-0.073825,-0.106451,0.083365,-0.019238,-0.003946,0.111808,-0.067241,0.01786,-0.111352,0.085825,0.036308,-0.072768,-0.022688,0.045597,-0.003465,0.115988,recurrence-events
-0.009727,0.027939,0.009759,0.06543,-0.00959,0.086588,-0.082655,-0.022714,0.064892,0.012017,-0.089775,0.016363,-0.108588,-0.124515,-0.007536,0.024028,-0.116277,-0.031458,0.073776,-0.042042,0.006289,-0.008798,0.087919,-0.015479,-0.041533,-0.010434,0.134061,-0.021321,0.117141,0.084849,-0.122309,-0.010215,-0.01135,0.026573,-0.002596,0.041119,0.023042,-0.012291,recurrence-events
0.06791,-0.004532,-0.04029,0.02002,0.064263,0.04188,-0.065932,-0.067636,0.06538,0.012017,0.042793,-0.026118,-0.017188,0.058103,-0.049528,0.013072,-0.007268,0.035924,-0.055618,-0.003468,0.023379,-0.012705,-0.066011,-0.026221,-0.065459,-0.158871,-0.014377,0.05656,-0.044968,0.020617,0.077886,-0.00991,0.037601,-0.03312,0.020842,-0.06972,0.028413,-0.020347,no-recurrence-events
-0.004268,-0.028145,0.004574,0.048487,0.121986,0.027093,0.090855,-0.016338,0.10525,-0.046265,-0.019414,0.026224,0.059632,-0.009556,0.019031,0.036328,-0.044263,0.004798,0.051255,0.027371,-0.002125,0.011967,-0.161242,0.03979,-0.003122,0.030323,-0.090372,-0.067025,0.029073,0.077991,-0.002465,0.049768,-0.009255,-0.016219,-0.002303,-0.016414,-0.05449,-0.063577,no-recurrence-events
0.020146,-0.030098,0.069515,-0.01621,-0.063561,0.023919,0.02042,-0.064922,0.003199,-0.073608,-0.100225,0.016459,0.037964,0.014858,0.012195,-0.019794,0.030932,0.060462,-0.000503,-0.086399,0.179515,-0.047603,0.053662,-0.190679,0.053519,-0.120068,-0.168497,-0.037728,-0.005107,-0.127637,-0.022973,0.118677,0.055076,-0.121077,-0.182234,-0.066219,0.134963,0.133689,recurrence-events
0.035771,0.019706,-0.058903,0.025294,0.089271,0.007379,0.086948,-0.041241,0.035914,-0.073608,-0.011113,-0.014791,0.05011,-0.0369,-0.010266,0.038586,-0.028638,0.04386,0.031724,0.013699,-0.025563,0.01099,-0.086535,0.053461,-0.01484,-0.038037,-0.05131,-0.060677,-0.049052,0.056674,-0.014184,0.092005,0.043022,0.036759,0.024553,-0.104305,-0.017381,-0.06846,recurrence-events
-0.020869,0.058036,-0.050846,-0.044065,-0.041344,0.049489,0.044804,-0.059734,-0.08048,0.049927,-0.009679,-0.010153,-0.011276,-0.036656,0.028552,-0.009266,-0.043042,0.030433,-0.000014,-0.065159,-0.109791,0.052372,0.023831,0.002924,0.010123,0.047169,0.06246,-0.066415,0.092916,0.034461,0.080054,-0.048452,0.211112,-0.014174,-0.007063,-0.011043,0.051223,-0.014871,no-recurrence-events
-0.070674,0.090507,0.013851,0.011378,-0.035729,-0.006171,0.011631,0.08791,-0.089086,0.022095,0.020015,0.011576,-0.000976,-0.003697,-0.106946,-0.029285,-0.025952,0.055579,-0.030776,-0.004368,-0.009938,-0.009517,-0.033801,-0.019781,0.018363,-0.031201,0.005331,0.020866,-0.096904,-0.035237,-0.004418,0.076807,-0.044991,0.025773,-0.027937,-0.082821,0.012892,0.024802,no-recurrence-events
-0.002315,0.006034,0.026058,-0.061132,0.008705,-0.057746,0.062412,-0.045391,-0.010473,0.010376,0.031611,-0.015768,-0.006958,-0.084752,0.044421,-0.000263,-0.04939,-0.002038,-0.057143,-0.020969,-0.028492,0.0481,0.026319,-0.05396,0.009574,0.050831,0.007284,-0.001839,0.035909,-0.086224,0.021949,-0.092749,-0.061135,0.021501,-0.018172,-0.02911,-0.003709,-0.024515,no-recurrence-events
-0.04333,-0.07795,0.050472,-0.041112,-0.178307,-0.09632,0.025425,0.113056,0.045679,-0.046265,0.061152,-0.193502,0.116517,-0.029088,0.058093,-0.009266,0.077319,-0.008874,0.082505,0.022488,0.033031,-0.118892,0.067761,-0.118414,0.017386,0.020557,0.163534,-0.051888,0.020284,0.004459,0.130347,0.148645,-0.009713,0.114884,0.171037,0.073429,-0.019334,-0.014749,recurrence-events
-0.070674,0.03582,-0.021793,-0.045263,-0.047447,0.045953,-0.058682,0.003925,-0.055883,-0.007202,-0.002446,0.055521,-0.008789,-0.01151,-0.106946,-0.042957,0.028735,0.002845,-0.02687,0.014675,0.0135,0.009525,-0.033801,0.001704,-0.041208,0.109424,0.01119,0.064323,-0.054912,-0.030354,0.054175,0.114405,-0.012765,0.041398,-0.12364,0.026554,0.027541,0.047751,no-recurrence-events
-0.068321,0.004501,0.006829,-0.051757,-0.00959,-0.039388,-0.092421,0.102286,-0.028858,0.047173,-0.095635,0.051519,-0.030463,0.059079,0.02469,-0.054097,-0.069402,-0.086146,0.097214,0.015575,0.027774,-0.058115,0.001982,0.031396,0.017061,0.003238,0.024686,0.016765,0.068313,-0.002675,0.00562,-0.135215,-0.0426,-0.016396,0.048185,0.041119,0.032808,0.058998,recurrence-events
-0.040977,0.1129,-0.074714,-0.004394,0.031914,-0.017233,0.008287,-0.006845,-0.033253,-0.120796,-0.077324,0.085699,-0.035895,0.099118,0.076448,0.017955,0.051692,-0.075404,-0.05806,-0.012257,-0.056211,-0.051767,0.05905,0.041162,0.068819,-0.004574,0.036405,0.009685,0.005813,0.014644,0.00855,-0.094993,0.008823,0.004722,-0.006746,0.03233,0.079683,-0.098228,no-recurrence-events
-0.041377,-0.018868,-0.053043,-0.072606,-0.098229,0.011773,-0.052822,-0.062481,-0.059789,-0.059937,-0.021978,0.057474,-0.043945,-0.046666,-0.004407,0.007824,0.020923,-0.059655,-0.046401,0.022488,-0.002125,0.032963,0.091199,-0.021734,-0.033395,0.121143,-0.012247,0.029166,-0.064677,-0.028401,0.059058,0.032373,-0.040108,0.014054,-0.084578,0.022648,-0.019334,-0.045999,no-recurrence-events
0.068974,-0.008492,0.069393,-0.001027,0.028297,0.061342,-0.008938,-0.006939,-0.02976,0.095825,-0.074712,-0.00173,0.042435,-0.120885,0.022937,-0.001697,0.028552,-0.018151,-0.024428,0.024929,0.023998,-0.036373,0.177121,0.062739,-0.016916,0.0042,0.03414,-0.084237,0.080098,0.153754,-0.02517,-0.005926,-0.047719,-0.020736,-0.041548,0.057316,-0.025193,0.008322,recurrence-events
-0.017539,0.076889,0.049675,-0.032669,0.113518,0.102526,-0.051466,0.144645,0.02412,0.083794,-0.054497,0.03626,-0.029898,-0.04346,0.002229,-0.094594,0.007319,-0.000697,-0.051712,-0.046925,-0.014463,-0.07081,0.01216,0.003564,0.001314,0.008365,0.028104,-0.042683,0.022659,0.143218,-0.06103,0.023385,-0.108285,-0.052773,-0.100191,0.090436,0.04648,0.01371,recurrence-events
-0.011104,-0.023263,-0.053532,-0.039647,-0.042076,0.051019,-0.024502,-0.02586,-0.080786,-0.016968,-0.081182,0.041849,-0.008911,-0.07108,-0.058118,0.020245,0.01018,-0.011804,0.058091,0.022976,0.061351,0.052494,0.012647,0.053461,-0.022653,0.092823,0.058065,0.036735,0.040792,-0.026654,0.053199,-0.002417,0.023826,0.017594,-0.045515,0.052921,0.008986,-0.062112,no-recurrence-events
-0.056026,0.011894,0.064632,-0.094335,-0.003014,-0.048102,0.006748,-0.049297,-0.018286,0.088501,0.006709,0.00767,-0.059692,-0.032017,0.020007,0.016339,0.020923,-0.027429,0.026841,-0.000461,-0.010914,0.021244,0.012647,-0.001226,-0.01484,0.051807,0.093222,-0.025765,0.08962,-0.117474,0.025855,-0.078589,0.039451,-0.005843,-0.002547,0.06464,0.034377,0.053122,no-recurrence-events
0.006474,0.038505,-0.027409,0.028201,-0.029625,0.036916,-0.033321,0.039875,-0.094152,0.010864,0.03036,-0.037496,-0.009323,0.057094,0.02074,0.012219,-0.024488,0.075354,0.019517,-0.119846,-0.086354,0.0387,-0.030856,-0.075201,0.069693,-0.019238,-0.054727,-0.025887,-0.034038,0.070594,0.048804,0.068247,0.07537,-0.076674,0.092546,-0.120418,-0.022996,0.00466,no-recurrence-events
-0.0946,-0.063546,0.061458,0.055323,0.066444,-0.04502,-0.012661,0.030781,0.088648,0.016235,0.030391,-0.01235,0.010224,0.068569,-0.001477,0.029553,0.011035,0.036048,0.006822,-0.022434,-0.018239,0.023686,-0.139697,-0.008062,-0.032907,-0.024365,-0.063028,0.027702,0.012471,0.063212,0.088355,-0.003088,-0.118172,-0.167342,0.030656,0.008488,-0.070604,-0.054056,recurrence-events
-0.009639,0.025321,-0.002018,0.022364,0.025917,-0.062171,-0.027309,-0.102032,-0.000219,-0.089233,-0.030645,-0.035787,-0.001495,-0.13065,0.014148,0.030774,0.037402,0.039954,-0.141616,-0.011692,-0.014332,-0.015377,0.214185,-0.084234,-0.096383,-0.081005,0.019003,-0.003548,-0.048076,0.105281,0.049292,-0.020666,-0.063943,-0.040145,-0.0045,0.018254,-0.10576,0.001609,no-recurrence-events
0.122685,-0.009591,0.154964,-0.014257,-0.028404,-0.077277,0.064365,-0.010235,-0.057348,-0.013062,0.101924,-0.15444,-0.092895,0.02267,-0.091321,-0.090107,0.011157,0.033118,0.188951,-0.087375,-0.059742,0.01685,-0.001025,-0.005132,-0.006051,-0.022412,-0.008341,0.041129,0.004659,-0.013959,-0.016137,-0.104467,0.009178,0.046891,-0.096297,-0.040829,-0.058397,-0.010843,no-recurrence-events
-0.026729,0.047538,0.02557,-0.004247,-0.043541,-0.033515,-0.027432,0.001972,-0.05393,0.024048,0.016108,-0.017721,-0.02246,0.015834,-0.027844,0.033215,-0.002515,0.047766,0.051255,-0.027805,-0.025563,0.025639,-0.025989,-0.023687,0.0418,-0.053662,-0.037638,-0.002572,-0.092997,-0.00887,0.017066,0.076807,-0.058663,-0.017196,0.034563,-0.125789,-0.010545,-0.012307,no-recurrence-events
0.049443,0.0783,0.023128,0.011622,0.001381,-0.017646,-0.013638,-0.095928,0.041773,0.016235,0.000117,0.029154,0.016907,0.05685,-0.029797,0.063977,0.073901,0.016516,-0.011245,0.017605,-0.021657,-0.028072,-0.006457,-0.001226,0.003714,-0.016552,-0.063028,-0.038705,-0.030497,-0.019498,0.042457,0.082727,0.053764,-0.002303,0.028459,0.003117,0.004103,0.016501,no-recurrence-events
0.068398,0.021103,-0.026863,-0.071044,0.11541,-0.017172,0.04149,-0.021005,0.067333,-0.023139,0.003731,0.019293,0.004876,-0.039554,0.029573,-0.025319,-0.074285,-0.040247,-0.08345,-0.05132,-0.042539,0.018545,-0.029329,-0.038916,0.018037,0.01691,0.044217,-0.021565,0.049758,-0.075154,-0.012934,-0.146018,0.01514,0.024009,0.009367,0.049909,0.067964,-0.079674,no-recurrence-events
-0.026729,0.114677,-0.097721,-0.001096,-0.031578,0.029592,0.013554,-0.032391,-0.088293,0.018677,0.049403,-0.211324,0.062943,0.018031,-0.07301,-0.021961,-0.075269,-0.041833,-0.058608,0.028591,-0.019948,-0.002315,-0.073825,-0.106451,0.083365,-0.019238,-0.003946,0.111808,-0.067241,0.01786,-0.111352,0.085825,0.036308,-0.072768,-0.022688,0.045597,-0.003465,0.115988,no-recurrence-events
-0.035518,-0.07502,0.03973,0.048487,-0.026451,-0.001227,0.063511,-0.055401,0.003687,0.055298,-0.076055,0.042826,0.067444,0.035365,0.048328,-0.045704,0.024096,0.028235,-0.042495,-0.004856,-0.01775,0.10474,-0.001086,0.047602,0.032035,-0.00874,-0.023966,0.028678,-0.013896,0.024768,-0.084497,-0.032263,0.033714,0.073625,0.017229,0.112492,-0.077928,-0.075296,no-recurrence-events
0.014287,0.043144,0.002621,0.085841,-0.041588,-0.023505,-0.023403,-0.060772,0.108179,0.00061,0.035273,-0.009908,-0.061218,0.049037,-0.004407,0.071789,0.024096,0.016516,0.027818,-0.037083,-0.08611,-0.026119,-0.022082,0.030024,-0.047067,0.049854,-0.016153,-0.012337,0.051534,-0.032681,-0.059106,0.145227,0.016654,-0.021834,0.083147,-0.016414,0.035353,-0.016702,no-recurrence-events
-0.027305,0.166611,-0.006355,-0.01416,0.111992,0.009623,-0.056166,0.067374,-0.007862,-0.054389,-0.085625,0.032964,-0.006598,-0.068851,-0.085661,-0.053334,-0.015691,0.04569,-0.042435,-0.084523,-0.042539,-0.045908,0.033659,-0.054541,0.014131,-0.069027,0.091092,-0.036702,-0.077195,0.083156,-0.069575,0.042214,-0.011685,0.02816,-0.022371,0.059674,0.04062,0.020912,no-recurrence-events
-0.064815,0.024101,-0.058903,-0.041356,-0.035729,0.042047,0.056553,-0.031231,-0.055883,-0.013062,-0.043462,0.031107,-0.071289,-0.062291,-0.000501,0.039074,-0.005445,-0.020593,0.043443,0.086941,0.025218,-0.012935,0.044324,0.056391,-0.060739,-0.017529,0.046347,-0.06849,-0.027568,-0.013753,-0.008325,0.028467,0.10247,0.045304,-0.02989,-0.035946,-0.009568,-0.020608,no-recurrence-events
0.064092,0.062675,-0.01984,0.032862,0.014564,0.014764,0.059605,-0.039776,-0.017797,0.004517,-0.07459,0.044779,0.040101,-0.023228,-0.059094,0.064648,0.031909,0.010657,-0.007338,0.049832,0.042797,-0.02026,0.039929,0.049555,-0.001168,-0.012646,0.022909,-0.043099,0.061299,-0.042157,0.019019,-0.034216,0.104026,0.02089,0.044572,0.071476,0.009963,-0.055765,no-recurrence-events
-0.042354,0.0158,-0.054997,-0.039159,0.028725,-0.021064,0.070347,-0.025616,0.030054,-0.09314,-0.009648,0.053568,-0.045593,-0.021275,0.060046,0.036633,0.028003,-0.061609,-0.077651,0.053738,-0.033375,-0.042721,0.063855,-0.009039,-0.058786,0.051807,-0.023966,-0.090462,-0.050029,-0.024381,-0.021997,0.020227,0.043998,0.001603,0.001115,0.042179,-0.046678,-0.042093,recurrence-events
-0.003867,0.063095,0.029778,0.050293,0.080742,0.049296,-0.030776,0.004874,0.015575,-0.023139,0.001289,0.090582,0.077386,0.149899,-0.058317,-0.045522,-0.006414,-0.081263,-0.085403,0.022899,0.002383,-0.079111,-0.07181,0.047021,0.066865,-0.022152,0.024686,0.052653,0.030227,0.043971,0.00855,-0.02468,0.030307,0.076988,-0.073152,0.010846,0.091402,0.088295,recurrence-events
0.103154,-0.007638,0.081722,0.02505,0.041908,-0.032599,0.094761,0.038349,0.001734,-0.116577,0.044551,-0.087057,-0.127868,0.078334,-0.057141,-0.044727,0.095385,-0.01278,0.180162,-0.023411,-0.027516,-0.070064,-0.006946,0.03393,-0.067575,-0.000927,-0.047403,-0.032357,-0.016826,0.026202,-0.064965,-0.03031,0.092307,0.009172,-0.049178,0.071476,-0.115037,-0.038186,recurrence-events
0.021123,-0.122872,-0.002262,-0.062597,-0.006432,-0.037543,-0.099575,0.007587,-0.075414,-0.026733,0.001582,0.015482,0.05011,-0.009556,-0.086438,-0.004383,0.001635,-0.07528,-0.001479,-0.027317,0.005687,0.029545,0.05409,0.047602,-0.003122,0.069385,0.101034,0.011588,-0.033427,-0.034146,-0.008325,0.021692,0.027397,0.007463,0.055803,0.048039,0.004103,0.02529,no-recurrence-events
0.009404,-0.034981,-0.054997,-0.009862,0.052162,-0.003363,0.071323,0.00954,-0.036352,-0.054077,-0.022832,0.002787,0.028626,-0.058385,-0.035657,0.026867,-0.04231,-0.026452,0.008287,0.041042,0.005687,-0.008541,0.018933,0.078852,-0.030465,-0.036083,0.061972,-0.080209,-0.029521,0.005893,-0.053247,0.01388,0.099662,0.048478,0.055803,-0.037899,-0.013475,-0.03721,no-recurrence-events
0.218789,0.01915,0.021477,0.118165,-0.044746,-0.066366,0.030626,0.012443,-0.165577,0.094048,0.138252,0.138433,0.00274,-0.058108,0.122347,0.106059,-0.086248,0.115026,0.202682,0.026317,0.087344,-0.038583,-0.255831,-0.038916,-0.015166,-0.098324,0.059842,0.122722,-0.199265,0.019938,-0.061763,0.049843,0.02869,0.032432,-0.022127,0.041119,0.280855,0.102944,no-recurrence-events
-0.010127,0.0783,-0.001286,0.1188,0.018471,0.011834,0.03812,0.053974,0.091578,0.00061,0.023066,0.017435,-0.034118,0.021694,-0.066907,0.017773,0.007495,0.041907,-0.042495,-0.024387,-0.033375,-0.057369,-0.069446,0.018305,-0.063668,0.094776,0.019003,0.026237,0.112081,-0.081708,-0.082543,0.106409,0.008323,0.001359,0.044572,0.06757,0.045119,0.010642,recurrence-events
-0.032588,-0.070138,0.001156,-0.07871,-0.042076,0.015863,-0.090908,-0.006329,-0.076879,0.014282,-0.034307,0.041849,-0.047973,-0.020299,-0.035657,0.020245,0.045337,-0.058679,0.042466,0.007351,0.063304,0.029057,0.036084,0.014399,-0.026559,0.110401,0.077597,0.038688,0.032979,-0.075482,0.033667,-0.002417,0.008201,-0.013656,-0.006453,0.091984,-0.006639,0.031638,no-recurrence-events
0.054726,0.000595,-0.005378,-0.012207,-0.001289,0.046122,-0.032729,-0.038095,0.054638,-0.007514,0.003242,0.092535,0.007074,0.042478,-0.025114,0.001353,-0.071843,-0.120326,-0.116653,0.039501,-0.00543,-0.039072,0.045378,-0.038916,0.016084,-0.022152,-0.026095,-0.044026,-0.057664,0.001246,-0.001216,-0.06179,0.030307,0.026206,-0.026277,0.034284,0.011324,-0.041588,recurrence-events
-0.030635,0.031425,0.018246,0.007716,-0.041588,-0.031806,0.013706,-0.134991,0.037867,0.039673,-0.036992,0.021342,-0.002624,0.099819,0.091296,-0.021961,0.141284,0.086829,-0.046401,-0.037083,-0.08025,0.081303,-0.006457,-0.001226,0.011527,-0.022412,-0.098185,0.036491,-0.096904,-0.002408,-0.051293,0.098352,0.042045,0.064103,0.012834,0.065617,-0.052537,-0.029397,recurrence-events
0.027383,0.031845,-0.078132,-0.047851,0.109551,-0.002279,-0.027968,0.028068,0.039501,-0.038764,-0.062431,-0.014887,-0.036322,0.01904,0.091097,-0.040425,-0.039373,0.001745,0.105026,0.010692,0.047305,-0.059091,-0.085909,0.013818,-0.037627,-0.023129,-0.061252,0.027019,0.052688,0.007029,-0.002192,-0.034141,-0.010373,0.051963,0.050139,-0.072162,0.023042,0.076088,recurrence-events
-0.014033,-0.038888,0.072933,-0.082616,0.014564,-0.061652,0.001865,-0.018047,-0.045629,0.084595,0.035518,-0.02944,-0.01477,-0.051549,-0.004407,0.00169,-0.031812,-0.017663,0.020982,-0.024875,0.000804,0.040287,0.010694,-0.007085,0.009574,0.016651,0.10494,-0.007699,0.069112,-0.111615,-0.000512,-0.088842,0.009178,0.013688,0.036516,-0.001766,0.023635,0.063376,recurrence-events
-0.008174,-0.012032,0.03973,0.013331,-0.104088,0.036798,-0.005947,-0.054669,-0.057836,0.070923,-0.011724,0.043802,0.026368,-0.021275,-0.081555,0.030285,-0.064771,-0.04989,0.00438,0.082058,0.034984,0.006596,0.061902,0.031,0.011527,-0.040966,0.015097,-0.032113,-0.030497,0.014598,0.028785,-0.004736,0.03997,0.047257,-0.037703,-0.05743,-0.016404,0.007224,no-recurrence-events
0.020146,-0.044747,-0.039372,-0.008153,0.098549,-0.026618,0.087925,0.030537,0.021265,-0.100952,0.004023,0.014506,0.001038,-0.048619,0.054187,0.031445,-0.017896,-0.040124,-0.073745,0.018582,0.015453,-0.02026,0.018445,-0.02271,-0.027536,0.038135,-0.023966,-0.057259,-0.006083,-0.040204,-0.053247,-0.028845,-0.008278,0.005265,0.064104,0.014836,-0.070115,-0.042093,no-recurrence-events
0.043584,-0.025094,-0.012638,-0.047902,0.092751,0.066957,0.049656,0.03603,0.046412,0.064575,0.030269,-0.017355,-0.059127,0.027553,0.116687,0.014904,0.103747,0.00138,0.006822,0.036648,0.00642,-0.052975,-0.047488,0.070551,-0.061837,0.049122,-0.075235,-0.062753,0.050801,0.018043,-0.013452,0.085871,-0.010609,-0.061751,-0.002486,-0.012996,0.006057,-0.009256,no-recurrence-events
0.125039,0.068222,-0.138923,0.011941,0.010186,0.05741,-0.027022,0.037162,-0.068592,-0.048042,-0.070519,0.003423,0.016,0.032956,0.097688,-0.057485,-0.07697,0.004919,-0.062454,-0.054982,-0.001767,-0.05433,0.083113,-0.075781,0.01761,0.012271,-0.076388,0.035197,0.103835,0.039641,0.059819,-0.144142,0.104129,0.023612,0.086638,-0.026752,0.013521,0.037392,recurrence-events
-0.001914,-0.005264,-0.080574,-0.018554,0.101738,0.047159,0.035509,0.006583,-0.040577,-0.124702,-0.026299,0.031988,-0.065619,0.025876,0.129183,0.007426,-0.0174,-0.086146,-0.035599,0.021434,0.05707,-0.038095,0.015654,0.000146,0.026826,-0.01434,0.034452,0.041667,0.048782,-0.013021,-0.035395,-0.119102,-0.012326,0.071494,-0.008455,-0.062396,0.020113,-0.00692,recurrence-events
-0.061397,-0.078194,0.009701,0.020167,0.046913,-0.067481,-0.008755,0.079609,-0.038305,0.004517,0.011348,-0.03774,-0.01712,0.009975,-0.036633,0.028576,0.018847,0.024329,-0.024428,-0.020481,0.02473,0.007084,-0.001025,0.017329,-0.053415,-0.069287,0.077597,0.032584,0.020284,-0.030568,0.037574,-0.077795,-0.031258,-0.12242,0.110735,0.028019,-0.045213,-0.038431,recurrence-events
-0.017451,0.015556,-0.050846,0.037989,-0.030724,0.007409,0.029331,-0.080547,-0.013891,0.004517,-0.02625,0.002299,0.002411,-0.017369,-0.067883,0.049328,0.037402,0.032141,-0.053725,0.073269,0.020824,-0.012447,0.057935,0.060297,-0.10029,-0.088818,0.034628,0.008659,0.008565,0.016505,0.102027,-0.028967,0.091331,-0.036239,-0.0045,0.010441,-0.00615,-0.065774,no-recurrence-events
0.084599,-0.075875,-0.003849,-0.034231,0.110329,0.053407,0.044773,0.063373,0.017115,0.064575,0.060054,-0.054464,-0.014205,0.004115,0.091296,-0.000721,0.051013,0.005286,-0.000991,0.011257,0.018138,-0.03442,-0.049441,0.070551,-0.037423,0.012012,-0.063517,-0.044198,0.029317,0.023902,-0.040795,0.075617,-0.040883,-0.04222,0.036577,-0.079403,-0.005662,0.001486,no-recurrence-events
-0.032588,0.058769,0.006527,-0.074315,0.005287,-0.084052,0.064487,-0.092022,0.045679,-0.022827,0.009883,0.032084,0.001282,-0.034947,0.042468,0.009289,0.012378,-0.038171,-0.08937,-0.006809,-0.107594,0.01099,0.04823,-0.009039,-0.015817,0.081104,0.007284,-0.065072,0.010518,-0.056607,0.034644,-0.048132,0.018607,0.001603,-0.034041,0.061711,0.027541,-0.051858,no-recurrence-events
0.103554,0.040634,-0.049324,-0.014648,-0.001777,0.074259,-0.01039,-0.020761,-0.024952,-0.001655,-0.012139,0.038824,-0.049994,-0.024905,-0.007536,0.017192,-0.05988,-0.031458,-0.084427,0.02534,0.075625,-0.017099,0.056669,-0.083838,0.012178,-0.062192,-0.01047,0.023112,-0.024461,-0.07723,-0.003169,-0.092735,0.009158,0.059776,-0.000643,-0.035052,0.013277,-0.040611,no-recurrence-events
0.066045,0.062675,0.027035,0.058253,0.079018,0.004144,0.04398,0.048115,-0.004125,0.008423,0.017207,0.019388,0.086976,0.011928,-0.115735,-0.007618,0.004565,0.051673,-0.091323,0.005886,0.040843,-0.039791,-0.055774,-0.018804,0.007621,-0.00874,-0.016153,0.017936,0.008565,-0.061688,-0.008325,0.033655,0.015159,0.044328,0.026994,0.020695,0.004103,0.05361,no-recurrence-events
-0.100059,-0.026016,-0.012947,0.150879,0.044732,0.044077,-0.050307,0.028068,0.104443,-0.034858,0.068672,0.008062,-0.034766,0.140134,-0.022185,-0.044545,-0.045354,-0.042201,-0.077103,-0.019093,-0.046933,-0.065439,-0.112886,0.075342,-0.072295,-0.010434,0.075467,0.143474,0.123,0.065326,-0.013911,0.00425,-0.039548,-0.023354,-0.043611,-0.028705,0.09482,0.03434,no-recurrence-events
0.037724,-0.000557,0.07806,-0.120481,-0.207848,0.124379,0.067264,0.067219,0.106043,-0.137573,-0.094152,-0.011129,-0.065963,0.010219,0.055896,0.096936,0.047778,0.14762,-0.085952,0.091091,-0.12151,0.10706,0.078153,-0.106451,0.091178,0.181934,0.015585,0.066886,-0.080913,0.04502,-0.00979,-0.129995,0.05825,-0.104506,0.071062,-0.005184,-0.015184,0.149192,no-recurrence-events
0.011357,-0.034981,-0.049137,-0.03745,0.022377,-0.012091,-0.010708,-0.020245,0.00564,-0.097046,-0.047246,0.06431,0.016663,-0.031041,0.003406,0.017773,0.043628,-0.051843,-0.062026,-0.009739,0.003734,0.022709,0.032117,-0.005132,-0.0207,0.159229,-0.016153,0.014518,0.018331,-0.036298,0.03855,-0.010778,-0.034646,-0.025985,-0.014021,0.13007,-0.027147,-0.083108,no-recurrence-events
0.002568,0.048027,0.119808,0.015528,0.046303,-0.044257,-0.08395,-0.111553,0.07107,-0.003296,-0.04041,0.020365,0.048157,-0.0369,-0.00636,0.039563,0.035327,-0.004968,0.000474,-0.031223,-0.045094,-0.018307,0.081433,-0.057867,0.017386,-0.012646,-0.031778,-0.080697,-0.033427,0.136722,-0.000512,0.088587,-0.041939,-0.015975,-0.006697,0.044132,-0.072068,0.094626,recurrence-events
0.011357,-0.034981,-0.049137,-0.03745,0.022377,-0.012091,-0.010708,-0.020245,0.00564,-0.097046,-0.047246,0.06431,0.016663,-0.031041,0.003406,0.017773,0.043628,-0.051843,-0.062026,-0.009739,0.003734,0.022709,0.032117,-0.005132,-0.0207,0.159229,-0.016153,0.014518,0.018331,-0.036298,0.03855,-0.010778,-0.034646,-0.025985,-0.014021,0.13007,-0.027147,-0.083108,no-recurrence-events
0.038125,0.011337,-0.080574,-0.141113,-0.155586,-0.068807,0.03856,-0.018563,0.081982,0.004204,0.034492,0.016363,0.050042,0.038571,0.05887,-0.076772,0.110774,0.032018,0.027878,-0.077687,-0.019101,0.047842,-0.019075,-0.120947,-0.002471,-0.092465,0.012967,0.075603,-0.019578,0.066188,-0.05395,0.115456,-0.007779,0.114097,0.100676,0.028424,-0.068755,-0.042564,no-recurrence-events
