@relation optdigits-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N50-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute K33 numeric
@attribute K34 numeric
@attribute K35 numeric
@attribute K36 numeric
@attribute K37 numeric
@attribute K38 numeric
@attribute K39 numeric
@attribute K40 numeric
@attribute K41 numeric
@attribute K42 numeric
@attribute K43 numeric
@attribute K44 numeric
@attribute K45 numeric
@attribute K46 numeric
@attribute K47 numeric
@attribute K48 numeric
@attribute K49 numeric
@attribute K50 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
34.641016,3.464102,15.588457,-117.779455,5.196152,38.105118,41.569219,31.176915,8.660254,60.621778,100.458947,-0,114.315353,17.320508,29.444864,-55.425626,98.726896,117.779455,8.660254,71.014083,60.621778,-50.229473,31.176915,25.980762,71.014083,22.51666,45.033321,46.765372,69.282032,36.373067,-6.928203,-50.229473,62.353829,36.373067,88.334591,46.765372,-38.105118,178.401233,-8.660254,77.942286,-133.367912,-50.229473,95.262794,-107.38715,79.674337,-25.980762,124.707658,-25.980762,-65.817931,27.712813,8
114.315353,19.052559,0,-41.569219,-19.052559,48.497423,-27.712813,64.08588,19.052559,109.119201,58.889727,50.229473,76.210236,-8.660254,20.78461,-3.464102,110.851252,19.052559,45.033321,55.425626,65.817931,-48.497423,74.478185,-17.320508,34.641016,5.196152,31.176915,46.765372,32.908965,64.08588,-8.660254,-32.908965,-32.908965,-10.392305,105.655099,41.569219,-41.569219,112.583302,-19.052559,3.464102,-50.229473,-31.176915,41.569219,-71.014083,133.367912,25.980762,38.105118,-22.51666,-5.196152,-5.196152,3
57.157677,-5.196152,17.320508,-15.588457,60.621778,41.569219,-6.928203,55.425626,57.157677,31.176915,64.08588,34.641016,199.185843,12.124356,72.746134,-15.588457,110.851252,148.956369,53.693575,67.549981,76.210236,-24.248711,29.444864,105.655099,93.530744,-15.588457,34.641016,76.210236,50.229473,36.373067,-34.641016,15.588457,86.60254,43.30127,91.798693,27.712813,-8.660254,228.630707,24.248711,71.014083,-154.152522,-98.726896,76.210236,-96.994845,58.889727,-10.392305,116.047404,93.530744,-38.105118,51.961524,7
65.817931,-6.928203,-86.60254,-45.033321,-50.229473,31.176915,-24.248711,-19.052559,27.712813,-29.444864,64.08588,121.243557,60.621778,43.30127,24.248711,-57.157677,109.119201,121.243557,-50.229473,98.726896,136.832014,-102.190998,24.248711,-13.856406,57.157677,10.392305,-22.51666,109.119201,62.353829,-77.942286,-64.08588,-53.693575,50.229473,6.928203,129.903811,-29.444864,-71.014083,188.793538,43.30127,53.693575,-188.793538,-119.511506,65.817931,-96.994845,83.138439,88.334591,176.669182,22.51666,-43.30127,24.248711,9
81.406388,-32.908965,-51.961524,-48.497423,-88.334591,-24.248711,27.712813,10.392305,-17.320508,25.980762,46.765372,36.373067,48.497423,41.569219,-27.712813,-6.928203,143.760217,60.621778,-5.196152,-15.588457,-38.105118,-25.980762,0,1.732051,24.248711,27.712813,-57.157677,-31.176915,-12.124356,46.765372,17.320508,17.320508,13.856406,88.334591,36.373067,6.928203,-31.176915,122.975607,34.641016,6.928203,-96.994845,-55.425626,31.176915,-91.798693,36.373067,15.588457,138.564065,-77.942286,-19.052559,-65.817931,0
65.817931,-15.588457,22.51666,5.196152,69.282032,12.124356,-5.196152,55.425626,58.889727,60.621778,83.138439,36.373067,190.525589,24.248711,84.87049,-19.052559,93.530744,155.884573,32.908965,65.817931,51.961524,-15.588457,5.196152,84.87049,76.210236,-19.052559,31.176915,43.30127,24.248711,25.980762,-3.464102,5.196152,110.851252,71.014083,74.478185,24.248711,-3.464102,219.970453,38.105118,98.726896,-173.205081,-133.367912,86.60254,-96.994845,77.942286,5.196152,126.439709,93.530744,-15.588457,50.229473,7
36.373067,-24.248711,-32.908965,-39.837169,-58.889727,-3.464102,57.157677,43.30127,-65.817931,15.588457,57.157677,69.282032,64.08588,69.282032,-6.928203,-83.138439,124.707658,60.621778,55.425626,84.87049,13.856406,-62.353829,34.641016,50.229473,53.693575,43.30127,3.464102,1.732051,29.444864,79.674337,13.856406,27.712813,72.746134,100.458947,19.052559,1.732051,-32.908965,136.832014,13.856406,31.176915,-136.832014,-45.033321,60.621778,-86.60254,84.87049,24.248711,105.655099,-71.014083,-39.837169,27.712813,1
88.334591,41.569219,17.320508,-126.439709,15.588457,67.549981,-22.51666,29.444864,-6.928203,105.655099,72.746134,-24.248711,69.282032,45.033321,32.908965,13.856406,133.367912,95.262794,13.856406,95.262794,39.837169,-20.78461,3.464102,12.124356,41.569219,-25.980762,31.176915,6.928203,-3.464102,19.052559,67.549981,-45.033321,39.837169,6.928203,91.798693,31.176915,-34.641016,138.564065,-15.588457,50.229473,-128.17176,-27.712813,12.124356,-147.224319,43.30127,32.908965,103.923048,-17.320508,-60.621778,20.78461,2
84.87049,39.837169,5.196152,-116.047404,25.980762,50.229473,24.248711,19.052559,-43.30127,105.655099,51.961524,-22.51666,110.851252,6.928203,12.124356,-34.641016,178.401233,109.119201,-1.732051,60.621778,20.78461,-53.693575,39.837169,25.980762,64.08588,-12.124356,36.373067,38.105118,19.052559,74.478185,39.837169,-29.444864,17.320508,38.105118,77.942286,48.497423,-1.732051,176.669182,-10.392305,45.033321,-77.942286,-13.856406,95.262794,-116.047404,65.817931,-3.464102,83.138439,-50.229473,-60.621778,17.320508,2
45.033321,-19.052559,12.124356,1.732051,31.176915,72.746134,-19.052559,32.908965,27.712813,24.248711,46.765372,34.641016,166.276878,8.660254,53.693575,-36.373067,136.832014,129.903811,24.248711,65.817931,65.817931,-22.51666,51.961524,98.726896,84.87049,-17.320508,34.641016,105.655099,34.641016,25.980762,-50.229473,34.641016,95.262794,27.712813,102.190998,10.392305,-6.928203,213.042249,19.052559,69.282032,-142.028166,-122.975607,86.60254,-67.549981,34.641016,46.765372,122.975607,79.674337,-19.052559,41.569219,7
71.014083,-38.105118,17.320508,-50.229473,-96.994845,-45.033321,48.497423,20.78461,-31.176915,109.119201,83.138439,24.248711,24.248711,31.176915,-15.588457,-65.817931,88.334591,69.282032,119.511506,77.942286,-6.928203,-27.712813,-5.196152,43.30127,22.51666,107.38715,-3.464102,43.30127,8.660254,150.68842,5.196152,-32.908965,45.033321,10.392305,62.353829,32.908965,-53.693575,129.903811,-27.712813,-1.732051,-152.420471,41.569219,20.78461,-152.420471,51.961524,102.190998,62.353829,-81.406388,25.980762,10.392305,6
114.315353,-6.928203,36.373067,-55.425626,-27.712813,65.817931,-13.856406,-3.464102,12.124356,110.851252,91.798693,-12.124356,62.353829,-1.732051,19.052559,24.248711,168.008928,57.157677,8.660254,36.373067,17.320508,1.732051,51.961524,3.464102,62.353829,0,10.392305,41.569219,6.928203,38.105118,-6.928203,-46.765372,-29.444864,-17.320508,105.655099,51.961524,-41.569219,150.68842,0,19.052559,-32.908965,3.464102,5.196152,-102.190998,57.157677,45.033321,58.889727,-10.392305,-17.320508,-13.856406,3
84.87049,-51.961524,-34.641016,-81.406388,-50.229473,17.320508,8.660254,48.497423,-15.588457,13.856406,90.066642,65.817931,45.033321,29.444864,51.961524,-39.837169,67.549981,77.942286,-0,46.765372,62.353829,-90.066642,8.660254,-27.712813,3.464102,32.908965,13.856406,51.961524,65.817931,17.320508,13.856406,-32.908965,-19.052559,32.908965,96.994845,41.569219,-45.033321,154.152522,1.732051,53.693575,-136.832014,-60.621778,72.746134,-55.425626,71.014083,-34.641016,112.583302,-45.033321,-62.353829,-10.392305,5
98.726896,-8.660254,-93.530744,1.732051,-32.908965,38.105118,-41.569219,-22.51666,45.033321,-12.124356,55.425626,117.779455,57.157677,60.621778,32.908965,-20.78461,95.262794,95.262794,-65.817931,65.817931,117.779455,-103.923048,43.30127,-12.124356,45.033321,-31.176915,-50.229473,107.38715,43.30127,-93.530744,-53.693575,-3.464102,41.569219,6.928203,121.243557,-8.660254,-53.693575,188.793538,62.353829,58.889727,-185.329436,-164.544827,60.621778,-69.282032,124.707658,79.674337,110.851252,72.746134,-51.961524,36.373067,9
55.425626,0,10.392305,-46.765372,0,67.549981,-15.588457,67.549981,64.08588,45.033321,53.693575,46.765372,166.276878,1.732051,31.176915,1.732051,93.530744,100.458947,64.08588,98.726896,84.87049,-5.196152,50.229473,124.707658,65.817931,-3.464102,31.176915,90.066642,60.621778,45.033321,-38.105118,6.928203,50.229473,25.980762,76.210236,19.052559,-43.30127,211.310199,41.569219,58.889727,-107.38715,-83.138439,45.033321,-79.674337,46.765372,17.320508,100.458947,77.942286,-41.569219,-6.928203,7
79.674337,-45.033321,-22.51666,-55.425626,-107.38715,-57.157677,39.837169,39.837169,-24.248711,71.014083,50.229473,71.014083,29.444864,53.693575,-24.248711,-38.105118,102.190998,93.530744,84.87049,72.746134,1.732051,-36.373067,-36.373067,57.157677,29.444864,91.798693,-45.033321,-12.124356,-8.660254,114.315353,15.588457,-22.51666,46.765372,43.30127,38.105118,0,-34.641016,157.616623,20.78461,-27.712813,-174.937132,-1.732051,29.444864,-154.152522,43.30127,72.746134,109.119201,-48.497423,24.248711,-10.392305,6
105.655099,22.51666,-3.464102,-41.569219,10.392305,27.712813,-46.765372,8.660254,38.105118,74.478185,76.210236,43.30127,64.08588,0,39.837169,12.124356,110.851252,53.693575,0,67.549981,72.746134,-20.78461,57.157677,15.588457,10.392305,-19.052559,5.196152,39.837169,-5.196152,39.837169,1.732051,-41.569219,-10.392305,-38.105118,133.367912,38.105118,-58.889727,133.367912,19.052559,12.124356,-53.693575,-29.444864,48.497423,-117.779455,88.334591,58.889727,79.674337,32.908965,-29.444864,-12.124356,3
112.583302,-13.856406,-39.837169,45.033321,-8.660254,19.052559,-48.497423,-5.196152,32.908965,-15.588457,39.837169,148.956369,129.903811,46.765372,72.746134,1.732051,131.635861,157.616623,-34.641016,15.588457,64.08588,-51.961524,36.373067,110.851252,13.856406,-10.392305,13.856406,50.229473,8.660254,-69.282032,-41.569219,13.856406,58.889727,46.765372,107.38715,-76.210236,-84.87049,166.276878,1.732051,55.425626,-164.544827,-199.185843,129.903811,-69.282032,112.583302,38.105118,180.133284,67.549981,-67.549981,0,4
36.373067,-3.464102,5.196152,-74.478185,-19.052559,46.765372,36.373067,45.033321,-43.30127,36.373067,77.942286,22.51666,57.157677,50.229473,12.124356,-76.210236,96.994845,34.641016,58.889727,112.583302,24.248711,-36.373067,39.837169,8.660254,69.282032,17.320508,53.693575,38.105118,31.176915,69.282032,22.51666,-12.124356,57.157677,20.78461,62.353829,19.052559,-50.229473,128.17176,-31.176915,57.157677,-131.635861,-27.712813,5.196152,-98.726896,95.262794,17.320508,55.425626,-41.569219,-41.569219,58.889727,1
53.693575,-53.693575,-46.765372,3.464102,-32.908965,-3.464102,27.712813,90.066642,-31.176915,-12.124356,-8.660254,55.425626,67.549981,34.641016,51.961524,-64.08588,129.903811,110.851252,1.732051,50.229473,72.746134,-69.282032,-1.732051,72.746134,69.282032,22.51666,-3.464102,0,13.856406,27.712813,-1.732051,36.373067,60.621778,114.315353,31.176915,-31.176915,15.588457,187.061487,43.30127,45.033321,-157.616623,-117.779455,140.296115,-10.392305,20.78461,-6.928203,154.152522,8.660254,-17.320508,20.78461,5
88.334591,-36.373067,-43.30127,15.588457,-17.320508,55.425626,-39.837169,-34.641016,27.712813,0,57.157677,124.707658,72.746134,74.478185,34.641016,-20.78461,148.956369,105.655099,-53.693575,64.08588,121.243557,-79.674337,32.908965,-3.464102,71.014083,-10.392305,-8.660254,88.334591,55.425626,-119.511506,-88.334591,-8.660254,51.961524,-1.732051,107.38715,-17.320508,-64.08588,174.937132,55.425626,58.889727,-166.276878,-157.616623,77.942286,-64.08588,110.851252,48.497423,129.903811,100.458947,-38.105118,46.765372,9
90.066642,19.052559,-13.856406,-96.994845,10.392305,48.497423,32.908965,58.889727,-39.837169,143.760217,15.588457,-13.856406,100.458947,29.444864,8.660254,-12.124356,174.937132,91.798693,-6.928203,53.693575,19.052559,-46.765372,22.51666,38.105118,84.87049,10.392305,15.588457,58.889727,55.425626,48.497423,72.746134,-39.837169,20.78461,62.353829,95.262794,46.765372,-17.320508,159.348674,-51.961524,34.641016,-71.014083,-13.856406,65.817931,-96.994845,62.353829,12.124356,65.817931,-79.674337,-51.961524,-6.928203,2
72.746134,-8.660254,-81.406388,-24.248711,-34.641016,55.425626,-38.105118,-34.641016,65.817931,-15.588457,60.621778,114.315353,71.014083,43.30127,17.320508,-19.052559,116.047404,124.707658,-50.229473,71.014083,135.099963,-71.014083,34.641016,-6.928203,57.157677,-24.248711,-34.641016,116.047404,53.693575,-83.138439,-83.138439,-20.78461,46.765372,-8.660254,133.367912,-15.588457,-64.08588,197.453792,51.961524,53.693575,-190.525589,-138.564065,50.229473,-105.655099,105.655099,76.210236,133.367912,76.210236,-36.373067,31.176915,9
84.87049,-10.392305,-48.497423,-34.641016,-65.817931,-31.176915,15.588457,5.196152,17.320508,0,55.425626,57.157677,46.765372,76.210236,8.660254,-22.51666,138.564065,55.425626,20.78461,65.817931,1.732051,-48.497423,24.248711,50.229473,13.856406,3.464102,-50.229473,-50.229473,-10.392305,45.033321,38.105118,50.229473,38.105118,90.066642,36.373067,-3.464102,-55.425626,159.348674,62.353829,41.569219,-152.420471,-90.066642,46.765372,-95.262794,88.334591,20.78461,140.296115,-43.30127,-45.033321,-20.78461,0
83.138439,15.588457,-64.08588,12.124356,34.641016,0,-5.196152,24.248711,45.033321,10.392305,39.837169,117.779455,147.224319,62.353829,19.052559,-5.196152,117.779455,109.119201,-1.732051,50.229473,57.157677,-48.497423,8.660254,117.779455,51.961524,5.196152,5.196152,64.08588,13.856406,-41.569219,-43.30127,43.30127,74.478185,55.425626,77.942286,-39.837169,-46.765372,188.793538,17.320508,32.908965,-135.099963,-159.348674,107.38715,-88.334591,67.549981,51.961524,169.740979,76.210236,-36.373067,-25.980762,4
51.961524,27.712813,25.980762,-41.569219,22.51666,43.30127,-24.248711,77.942286,60.621778,34.641016,55.425626,32.908965,161.080725,-1.732051,48.497423,-15.588457,96.994845,128.17176,58.889727,105.655099,88.334591,10.392305,58.889727,124.707658,69.282032,-29.444864,29.444864,69.282032,46.765372,36.373067,-17.320508,-10.392305,48.497423,29.444864,86.60254,22.51666,-34.641016,219.970453,43.30127,57.157677,-114.315353,-77.942286,67.549981,-102.190998,43.30127,17.320508,109.119201,81.406388,-41.569219,25.980762,7
51.961524,-8.660254,-20.78461,-98.726896,-46.765372,46.765372,46.765372,38.105118,-6.928203,34.641016,93.530744,62.353829,103.923048,22.51666,8.660254,-58.889727,105.655099,96.994845,29.444864,77.942286,67.549981,-102.190998,50.229473,25.980762,55.425626,31.176915,24.248711,39.837169,83.138439,65.817931,-8.660254,-27.712813,43.30127,77.942286,72.746134,45.033321,-41.569219,164.544827,12.124356,77.942286,-150.68842,-50.229473,88.334591,-100.458947,90.066642,-39.837169,112.583302,-58.889727,-72.746134,13.856406,8
50.229473,-17.320508,-19.052559,-64.08588,-39.837169,45.033321,38.105118,36.373067,-8.660254,39.837169,76.210236,65.817931,109.119201,0,-10.392305,-62.353829,103.923048,96.994845,-3.464102,39.837169,79.674337,-103.923048,55.425626,5.196152,45.033321,31.176915,20.78461,43.30127,86.60254,50.229473,-22.51666,-34.641016,19.052559,84.87049,55.425626,38.105118,-31.176915,128.17176,5.196152,45.033321,-84.87049,-24.248711,98.726896,-64.08588,57.157677,-24.248711,105.655099,-64.08588,-50.229473,-13.856406,8
34.641016,-8.660254,6.928203,-100.458947,-3.464102,51.961524,25.980762,31.176915,-12.124356,27.712813,86.60254,34.641016,103.923048,17.320508,12.124356,-74.478185,102.190998,91.798693,24.248711,62.353829,38.105118,-79.674337,53.693575,27.712813,64.08588,20.78461,60.621778,53.693575,74.478185,32.908965,-13.856406,-29.444864,39.837169,57.157677,72.746134,36.373067,-31.176915,148.956369,-19.052559,79.674337,-110.851252,-48.497423,100.458947,-72.746134,60.621778,-38.105118,109.119201,-45.033321,-67.549981,24.248711,8
41.569219,-6.928203,-0,-88.334591,8.660254,24.248711,15.588457,36.373067,5.196152,32.908965,81.406388,31.176915,107.38715,8.660254,3.464102,-57.157677,93.530744,86.60254,41.569219,29.444864,31.176915,-53.693575,45.033321,45.033321,60.621778,20.78461,60.621778,39.837169,58.889727,36.373067,-27.712813,-15.588457,50.229473,53.693575,71.014083,31.176915,-32.908965,143.760217,-3.464102,77.942286,-100.458947,-41.569219,112.583302,-67.549981,45.033321,-41.569219,126.439709,-17.320508,-67.549981,1.732051,8
27.712813,12.124356,3.464102,-86.60254,-24.248711,64.08588,50.229473,27.712813,-29.444864,45.033321,77.942286,22.51666,71.014083,27.712813,10.392305,-58.889727,86.60254,57.157677,53.693575,103.923048,34.641016,-46.765372,39.837169,13.856406,76.210236,20.78461,57.157677,31.176915,43.30127,72.746134,20.78461,-25.980762,60.621778,15.588457,69.282032,25.980762,-55.425626,124.707658,-25.980762,69.282032,-128.17176,-15.588457,17.320508,-102.190998,110.851252,1.732051,53.693575,-45.033321,-45.033321,51.961524,1
39.837169,-10.392305,-60.621778,-58.889727,-48.497423,43.30127,-22.51666,-34.641016,57.157677,-10.392305,90.066642,114.315353,81.406388,27.712813,-10.392305,-12.124356,98.726896,103.923048,-10.392305,81.406388,136.832014,-62.353829,31.176915,34.641016,51.961524,32.908965,-22.51666,109.119201,38.105118,-22.51666,-67.549981,-74.478185,72.746134,-13.856406,138.564065,-6.928203,-79.674337,176.669182,62.353829,55.425626,-199.185843,-83.138439,38.105118,-154.152522,91.798693,79.674337,171.47303,32.908965,-36.373067,29.444864,9
72.746134,20.78461,19.052559,-19.052559,20.78461,24.248711,-17.320508,60.621778,76.210236,34.641016,71.014083,41.569219,190.525589,-12.124356,46.765372,1.732051,62.353829,136.832014,41.569219,72.746134,88.334591,3.464102,51.961524,135.099963,57.157677,-19.052559,39.837169,102.190998,27.712813,27.712813,-32.908965,10.392305,58.889727,31.176915,72.746134,25.980762,-38.105118,219.970453,34.641016,71.014083,-122.975607,-90.066642,95.262794,-90.066642,22.51666,31.176915,128.17176,103.923048,-46.765372,-10.392305,7
77.942286,-10.392305,-6.928203,17.320508,5.196152,34.641016,-3.464102,-1.732051,-6.928203,51.961524,31.176915,93.530744,86.60254,19.052559,48.497423,-24.248711,117.779455,129.903811,-46.765372,-8.660254,77.942286,-51.961524,69.282032,114.315353,17.320508,8.660254,20.78461,55.425626,1.732051,-32.908965,-62.353829,3.464102,88.334591,81.406388,95.262794,-36.373067,-39.837169,119.511506,-25.980762,36.373067,-105.655099,-143.760217,178.401233,-27.712813,84.87049,50.229473,133.367912,50.229473,-100.458947,-27.712813,4
62.353829,-10.392305,-25.980762,-53.693575,-24.248711,69.282032,-10.392305,5.196152,22.51666,22.51666,83.138439,88.334591,57.157677,67.549981,29.444864,-34.641016,168.008928,96.994845,-38.105118,107.38715,129.903811,-65.817931,31.176915,15.588457,76.210236,5.196152,5.196152,53.693575,48.497423,-91.798693,-71.014083,-60.621778,79.674337,10.392305,143.760217,-17.320508,-77.942286,171.47303,15.588457,67.549981,-169.740979,-131.635861,46.765372,-116.047404,98.726896,57.157677,180.133284,34.641016,-53.693575,19.052559,9
32.908965,34.641016,-8.660254,-95.262794,32.908965,1.732051,36.373067,-1.732051,-20.78461,95.262794,-0,-71.014083,62.353829,-17.320508,-19.052559,-34.641016,154.152522,86.60254,-15.588457,55.425626,17.320508,-15.588457,34.641016,22.51666,74.478185,0,22.51666,81.406388,10.392305,69.282032,39.837169,-38.105118,67.549981,20.78461,114.315353,58.889727,24.248711,131.635861,-34.641016,64.08588,-79.674337,10.392305,96.994845,-112.583302,12.124356,-3.464102,57.157677,-36.373067,-53.693575,19.052559,2
109.119201,-55.425626,-27.712813,-71.014083,-117.779455,-67.549981,41.569219,17.320508,-20.78461,91.798693,67.549981,76.210236,38.105118,74.478185,-48.497423,-25.980762,107.38715,93.530744,95.262794,71.014083,1.732051,-53.693575,-24.248711,71.014083,25.980762,103.923048,-39.837169,-19.052559,-1.732051,110.851252,22.51666,-5.196152,39.837169,74.478185,31.176915,8.660254,-60.621778,159.348674,-1.732051,-17.320508,-188.793538,-13.856406,55.425626,-159.348674,39.837169,69.282032,116.047404,-67.549981,-3.464102,-31.176915,6
74.478185,13.856406,8.660254,-91.798693,27.712813,17.320508,17.320508,50.229473,-1.732051,105.655099,34.641016,-34.641016,102.190998,15.588457,27.712813,-12.124356,145.492268,91.798693,-5.196152,55.425626,29.444864,-10.392305,3.464102,34.641016,69.282032,-3.464102,19.052559,48.497423,24.248711,51.961524,55.425626,-38.105118,8.660254,12.124356,103.923048,46.765372,-8.660254,166.276878,-50.229473,29.444864,-93.530744,-34.641016,55.425626,-98.726896,32.908965,-3.464102,83.138439,-45.033321,-34.641016,6.928203,2
72.746134,-6.928203,25.980762,-58.889727,17.320508,43.30127,3.464102,-0,72.746134,27.712813,105.655099,19.052559,148.956369,32.908965,24.248711,6.928203,100.458947,76.210236,39.837169,102.190998,76.210236,-20.78461,22.51666,67.549981,86.60254,15.588457,13.856406,29.444864,22.51666,12.124356,-10.392305,-74.478185,41.569219,17.320508,67.549981,38.105118,-74.478185,211.310199,55.425626,45.033321,-171.47303,-43.30127,20.78461,-148.956369,107.38715,15.588457,121.243557,62.353829,20.78461,38.105118,7
48.497423,1.732051,-1.732051,-31.176915,-1.732051,81.406388,-19.052559,58.889727,32.908965,27.712813,38.105118,60.621778,155.884573,-3.464102,19.052559,-25.980762,122.975607,81.406388,31.176915,83.138439,81.406388,-34.641016,84.87049,121.243557,69.282032,-1.732051,32.908965,102.190998,62.353829,36.373067,-51.961524,20.78461,60.621778,22.51666,95.262794,12.124356,-32.908965,180.133284,29.444864,50.229473,-81.406388,-98.726896,67.549981,-58.889727,41.569219,38.105118,102.190998,57.157677,-51.961524,-15.588457,7
98.726896,-34.641016,-27.712813,-90.066642,-91.798693,-57.157677,45.033321,22.51666,-12.124356,72.746134,81.406388,51.961524,93.530744,64.08588,-43.30127,-20.78461,91.798693,81.406388,86.60254,93.530744,17.320508,-69.282032,-8.660254,38.105118,31.176915,79.674337,-22.51666,5.196152,31.176915,129.903811,69.282032,1.732051,29.444864,84.87049,60.621778,48.497423,-65.817931,159.348674,-20.78461,41.569219,-187.061487,-22.51666,38.105118,-164.544827,24.248711,15.588457,98.726896,-107.38715,-39.837169,-17.320508,6
114.315353,25.980762,-10.392305,-114.315353,-12.124356,72.746134,0,60.621778,-60.621778,114.315353,10.392305,13.856406,60.621778,48.497423,-6.928203,-3.464102,178.401233,74.478185,-10.392305,74.478185,-3.464102,-58.889727,34.641016,24.248711,67.549981,-5.196152,22.51666,43.30127,20.78461,39.837169,102.190998,-27.712813,-1.732051,71.014083,76.210236,12.124356,-17.320508,147.224319,-46.765372,51.961524,-67.549981,-8.660254,39.837169,-74.478185,51.961524,13.856406,46.765372,-79.674337,-100.458947,-3.464102,2
91.798693,12.124356,5.196152,8.660254,12.124356,32.908965,-12.124356,-13.856406,6.928203,46.765372,53.693575,131.635861,107.38715,36.373067,62.353829,-24.248711,124.707658,126.439709,-39.837169,32.908965,103.923048,-43.30127,65.817931,91.798693,41.569219,0,15.588457,69.282032,36.373067,-43.30127,-100.458947,-31.176915,83.138439,45.033321,98.726896,-46.765372,-67.549981,140.296115,-8.660254,53.693575,-126.439709,-129.903811,150.68842,-39.837169,81.406388,69.282032,152.420471,74.478185,-110.851252,-25.980762,4
81.406388,-55.425626,-34.641016,-74.478185,-96.994845,-65.817931,57.157677,12.124356,-19.052559,84.87049,55.425626,64.08588,57.157677,60.621778,-50.229473,-12.124356,77.942286,83.138439,93.530744,45.033321,13.856406,-46.765372,-36.373067,57.157677,36.373067,96.994845,-38.105118,-25.980762,15.588457,112.583302,8.660254,6.928203,51.961524,72.746134,32.908965,22.51666,-60.621778,138.564065,-6.928203,-20.78461,-192.25764,-25.980762,38.105118,-155.884573,32.908965,43.30127,98.726896,-67.549981,6.928203,-29.444864,6
71.014083,-31.176915,-38.105118,-34.641016,-20.78461,62.353829,-34.641016,-24.248711,39.837169,12.124356,79.674337,100.458947,62.353829,58.889727,20.78461,-27.712813,143.760217,100.458947,-58.889727,77.942286,135.099963,-67.549981,25.980762,-20.78461,71.014083,12.124356,-3.464102,91.798693,60.621778,-109.119201,-91.798693,-45.033321,58.889727,-10.392305,138.564065,-19.052559,-65.817931,173.205081,32.908965,55.425626,-161.080725,-145.492268,67.549981,-90.066642,100.458947,48.497423,159.348674,69.282032,-43.30127,31.176915,9
69.282032,-25.980762,-36.373067,-6.928203,-12.124356,-20.78461,25.980762,77.942286,-32.908965,-5.196152,-10.392305,67.549981,74.478185,22.51666,60.621778,-50.229473,114.315353,116.047404,29.444864,67.549981,60.621778,-69.282032,6.928203,71.014083,62.353829,22.51666,8.660254,24.248711,19.052559,22.51666,-0,45.033321,55.425626,96.994845,39.837169,-17.320508,12.124356,166.276878,34.641016,45.033321,-150.68842,-90.066642,147.224319,-6.928203,38.105118,-5.196152,154.152522,8.660254,-19.052559,13.856406,5
71.014083,15.588457,0,-83.138439,25.980762,-1.732051,29.444864,45.033321,-5.196152,98.726896,34.641016,-20.78461,95.262794,13.856406,29.444864,-8.660254,129.903811,110.851252,-29.444864,25.980762,22.51666,-29.444864,6.928203,36.373067,53.693575,10.392305,-0,38.105118,31.176915,50.229473,50.229473,-43.30127,1.732051,34.641016,84.87049,41.569219,-5.196152,148.956369,-48.497423,19.052559,-64.08588,-32.908965,90.066642,-88.334591,29.444864,1.732051,90.066642,-58.889727,-39.837169,-13.856406,2
88.334591,-45.033321,-38.105118,-55.425626,-83.138439,-62.353829,60.621778,8.660254,-13.856406,79.674337,48.497423,64.08588,48.497423,65.817931,-25.980762,5.196152,71.014083,91.798693,64.08588,38.105118,5.196152,-39.837169,-53.693575,46.765372,19.052559,84.87049,-38.105118,-55.425626,12.124356,76.210236,-1.732051,22.51666,25.980762,69.282032,-12.124356,8.660254,-41.569219,128.17176,-3.464102,-43.30127,-142.028166,-25.980762,51.961524,-124.707658,45.033321,27.712813,90.066642,-41.569219,17.320508,-50.229473,6
84.87049,-36.373067,-58.889727,-29.444864,-79.674337,-10.392305,20.78461,12.124356,15.588457,-13.856406,27.712813,67.549981,55.425626,64.08588,-0,15.588457,136.832014,48.497423,-22.51666,36.373067,5.196152,-57.157677,-10.392305,58.889727,24.248711,19.052559,-58.889727,-57.157677,3.464102,-1.732051,38.105118,38.105118,8.660254,90.066642,36.373067,-10.392305,-43.30127,154.152522,72.746134,46.765372,-140.296115,-116.047404,60.621778,-46.765372,76.210236,-17.320508,136.832014,-24.248711,-36.373067,-48.497423,0
