@relation 'optdigits_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.273input3-0.26input59-0.234input11-0.232input10-0.221input4... numeric
@attribute 0.259input6+0.254input15-0.245input61+0.234input7+0.234input14... numeric
@attribute -0.321input44-0.29input45-0.267input36-0.254input37+0.254input39... numeric
@attribute '0.238input62+0.22 input21+0.211input29-0.196input52+0.195input54...' numeric
@attribute '0.28 input50-0.265input56-0.239input63+0.229input42-0.222input16...' numeric
@attribute -0.286input19-0.278input26-0.259input27+0.256input50+0.221input16... numeric
@attribute '0.32 input53+0.273input24+0.233input16-0.215input43+0.197input18...' numeric
@attribute -0.302input13-0.28input22-0.273input52-0.253input53-0.221input12... numeric
@attribute -0.257input51-0.244input16+0.239input2+0.235input64-0.234input8... numeric
@attribute -0.352input41-0.305input49-0.269input33-0.222input6+0.213input2... numeric
@attribute 0.276input33+0.276input41+0.257input17+0.251input25+0.221input24... numeric
@attribute 0.323input17+0.257input25-0.25input60-0.233input56+0.224input62... numeric
@attribute -0.4input48-0.298input17-0.284input25-0.254input56+0.234input37... numeric
@attribute -0.278input28+0.264input17+0.261input46-0.236input27+0.225input25... numeric
@attribute -0.474input33+0.397input57+0.312input32+0.302input49-0.248input41... numeric
@attribute -0.371input25+0.349input5-0.255input17+0.246input32+0.239input10... numeric
@attribute 0.386input57-0.34input32-0.234input5-0.227input56-0.221input24... numeric
@attribute -0.363input37-0.273input46-0.252input22-0.243input38-0.239input30... numeric
@attribute 0.729input9-0.29input25-0.224input58-0.172input2-0.15input12... numeric
@attribute -0.376input9+0.328input8-0.23input12+0.224input16+0.222input26... numeric
@attribute 0.478input57-0.423input32-0.284input52+0.221input61-0.214input7... numeric
@attribute -0.531input48+0.411input64+0.223input35+0.193input63+0.171input34... numeric
@attribute -0.312input33+0.304input5-0.279input57-0.259input32+0.248input61... numeric
@attribute 0.287input29+0.257input34+0.252input26-0.245input46+0.226input61... numeric
@attribute 0.286input7+0.266input15-0.241input5-0.238input8-0.218input58... numeric
@attribute 0.385input17-0.37input49-0.358input25+0.238input5+0.224input57... numeric
@attribute '0.54 input17-0.53input25+0.254input49-0.193input57+0.154input8...' numeric
@attribute '-0.351input24+0.327input32+0.31 input10+0.271input8-0.217input50...' numeric
@attribute '0.363input52-0.358input12+0.243input54+0.22 input53-0.204input10...' numeric
@attribute -0.295input20+0.274input50-0.253input45-0.249input59+0.233input52... numeric
@attribute -0.298input24+0.266input13+0.243input50+0.242input32+0.242input8... numeric
@attribute -0.389input53-0.316input39+0.295input46-0.284input47-0.265input14... numeric
@attribute -0.359input50+0.247input19-0.215input26-0.214input55+0.212input39... numeric
@attribute 0.304input19-0.299input35+0.275input39-0.263input30+0.261input31... numeric
@attribute '-0.354input12+0.3  input13+0.264input7-0.238input20-0.23input31...' numeric
@attribute -0.305input20-0.299input44+0.279input53+0.275input29-0.235input24... numeric
@attribute 0.303input51-0.245input31-0.239input42+0.229input26+0.206input20... numeric
@attribute 0.447input56+0.324input30-0.255input64-0.244input48-0.238input39... numeric
@attribute -0.333input21+0.307input41-0.271input33-0.242input31+0.233input42... numeric
@attribute 0.496input41-0.304input33-0.295input49+0.243input63-0.235input10... numeric
@attribute 0.416input51+0.337input31+0.317input37+0.276input7-0.246input23... numeric
@attribute -0.31input41-0.289input4-0.281input54+0.249input60+0.216input61... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
-1.546788,1.234475,2.330076,1.76272,0.664548,0.02102,-0.828882,2.683457,-0.04341,-0.616027,0.55163,-0.836735,0.981739,-0.158325,0.846218,-1.402426,-1.57915,0.164087,0.357213,0.744217,1.285831,0.691584,-0.936503,0.231592,-0.591728,-0.689317,0.19444,0.219086,2.12613,-0.407967,-1.235522,-0.18911,-1.597088,-0.394031,-0.377487,-0.175203,1.441463,-0.07585,0.581602,0.460104,0.365651,0.006858,3
4.474515,5.210976,-0.38133,-1.038968,-2.150818,0.310682,-0.232204,0.837787,0.62871,-1.037781,-0.139881,0.143082,-0.259453,-0.626321,0.086292,0.058336,-0.605282,0.238055,-0.2166,-0.113666,0.287261,1.017953,0.869753,0.883503,0.807479,-0.917876,-0.013561,-0.351079,1.630242,0.799113,-1.414776,0.369226,-1.377279,-1.039857,1.048631,0.639681,-1.59275,0.869758,-0.152396,-0.642578,1.410394,-0.318668,7
0.663505,-0.056115,1.938704,0.194529,-1.355476,-0.892972,0.062966,3.395678,-0.023161,-0.922514,-0.045738,-1.074608,-0.161645,0.775672,0.889416,-0.692635,0.216335,1.114294,0.278956,-0.27462,0.218123,0.64623,0.31014,0.851371,0.502397,-0.596472,0.248623,-0.121882,0.869112,0.95057,-0.37126,0.115699,0.149021,-0.332696,0.767657,-0.296565,0.395535,-0.196796,0.644621,-0.126246,0.121781,0.022602,5
-0.449795,-0.179938,-0.369918,1.834223,-0.057465,-1.35545,-0.90521,1.169303,-1.30022,-1.633767,0.032786,1.006582,0.361108,-0.218176,-0.255441,1.248365,-0.060296,0.032561,-0.84947,0.114986,-0.291848,0.167443,-0.570237,-0.591729,-0.606937,-0.132904,0.172156,-0.938626,-0.673968,0.527837,0.452579,1.095407,0.26701,1.485014,0.032211,-0.080534,-0.466079,-0.433535,1.033853,-0.351446,-0.042495,0.961642,8
0.731007,1.374838,1.778027,0.415748,-0.8554,-1.456414,1.054209,1.797384,-0.721486,-0.466323,-0.765601,-1.930539,-0.736171,0.863247,0.754954,-1.165074,1.070693,1.02365,0.910722,-0.236708,-1.412345,0.375429,-0.231972,0.315901,0.330386,0.060217,-0.15595,-0.264907,0.161416,1.020402,0.207109,1.427141,1.117703,-1.020702,1.530762,0.393884,-1.114241,0.82112,0.314095,-0.180516,0.350545,1.172887,5
-0.123536,-2.421533,4.309718,-1.860901,-0.108291,-0.098991,-0.125862,-1.19882,0.330475,-0.349451,0.007582,1.124568,0.33226,0.21494,0.099558,-0.022736,-0.155514,1.280221,0.338775,0.453779,0.980578,-0.425309,-0.130668,0.566022,0.488666,-0.624707,0.280199,0.350304,-0.114421,0.171921,-0.554171,0.370038,-0.087605,0.835022,-0.395827,-0.225991,0.113639,-0.215872,0.158246,-0.327448,0.407619,-0.269799,0
5.693301,-1.879539,-0.419452,0.415566,0.973341,-0.080435,-0.195688,0.982326,2.481702,1.055589,0.145124,0.571648,0.65352,0.40797,0.321205,0.421579,-0.232521,-0.075188,-0.225975,-0.221744,1.371574,-0.080139,0.808845,0.22073,0.499957,0.005535,0.278686,0.211914,-0.778319,-0.166234,1.127692,-0.168294,1.176,0.042659,-0.482183,-0.319176,0.960849,0.122155,0.322859,-0.620499,-0.393059,-0.452531,4
4.728188,-0.94983,-0.877722,2.027496,0.917739,-0.326647,1.168051,1.385662,1.849295,1.406507,0.025079,0.407455,0.931451,-0.268031,0.33974,-0.360088,-0.426632,0.054411,0.049337,-0.75733,1.543756,-0.591263,0.66113,-1.606695,0.610145,-0.777147,0.288039,-0.006261,-0.048078,-0.122035,1.733119,0.159303,-0.195589,-0.338152,-0.149719,0.389476,0.523464,-0.213708,-0.12907,-0.181167,0.120148,-0.357878,4
-2.036103,-2.294244,1.200257,3.884766,-2.901526,1.801441,-0.134118,-1.520721,1.036059,1.386767,1.542208,-1.149817,-1.633064,-1.129023,-0.194185,-1.216204,1.187196,0.710231,0.693493,-0.266253,-0.400637,0.500507,0.21059,0.743149,0.122254,0.130238,0.109187,0.050271,-0.61534,-0.308102,-0.470256,-0.442555,-0.774009,1.176876,0.510905,0.962719,-0.242367,2.194103,-0.274396,-0.024492,-0.38676,0.737336,9
5.173837,-0.846434,-1.535795,1.12583,0.997409,-0.077151,0.409103,0.661407,1.851098,1.322642,-0.164226,0.179781,0.761855,0.082159,0.25644,-0.522673,-0.26748,-0.256026,0.142469,-0.887482,1.005106,-0.946841,0.360552,-0.717912,-0.151463,0.078191,0.07266,0.731005,-0.563679,-0.716838,0.495357,0.02457,-0.343698,-1.11436,-0.257804,0.357038,0.991553,0.188928,0.116457,-0.045441,-0.450706,-0.14318,4
0.722399,-3.453536,2.927969,-0.700017,-0.417633,-0.785624,-0.723044,-1.976319,-0.678509,0.425075,0.019756,1.118536,-1.082487,-0.418904,-1.319617,1.550956,0.76987,0.035377,-0.795999,0.123373,-0.195474,1.023843,0.115351,-0.367775,-0.171836,-0.381518,0.292487,0.346771,0.464195,0.172835,0.061335,-0.168589,-0.053365,-0.004229,0.408362,-0.491037,-0.135932,0.355549,-0.184431,-0.092529,-0.273771,-0.300072,0
-0.907225,-0.87909,-2.363721,1.620315,-0.884304,0.762212,-0.021904,-2.977244,0.205967,0.154281,-1.206446,0.842105,0.52706,0.437305,0.040073,0.051643,1.170614,0.152464,-0.283691,-0.663627,-1.452799,-0.200033,-1.032055,-0.299421,-0.7542,0.227216,-0.453031,-0.929934,0.782327,-0.415045,0.210312,-0.303588,-0.326634,-0.151257,-0.880749,0.907405,0.089131,0.137021,-0.669838,-0.001384,0.621322,-1.489641,2
0.864009,0.240636,-0.56801,1.493791,-0.405071,-0.684886,-0.940901,0.56964,-1.249472,-1.440997,-0.801858,0.874803,0.632194,-0.906426,-0.403026,0.049893,-0.239528,-1.061155,-0.809115,-1.110884,-0.588333,-0.610048,-0.478832,-0.854569,-0.726921,-0.082751,0.187333,-0.166492,-0.755383,0.348224,0.487573,0.77324,0.365417,0.745313,-0.896559,-0.46647,-0.190221,-0.268335,1.060893,-0.5871,0.184439,0.380579,8
1.449133,-2.611949,3.633004,-1.319495,0.498677,0.21077,-0.964968,-2.020235,-0.409969,0.839953,-0.626486,0.339928,-0.088752,-0.013048,-0.36361,-0.230812,-0.163777,-0.015348,-0.082325,0.061094,0.494039,0.525515,-1.008618,-0.434358,0.011725,-0.936669,0.660087,0.152319,0.10617,-0.155528,0.168916,0.202222,-0.004041,-0.211162,0.63978,-0.146698,-0.285544,0.115655,0.152965,-0.08523,0.727325,-0.003114,0
-0.918629,-1.043055,1.818015,3.301202,-0.67505,1.104075,-0.369598,-1.444715,-0.486442,1.881036,1.106353,-0.05266,-0.471656,-0.927407,-0.348242,-0.969501,1.630576,0.111369,0.039503,-1.112808,-0.672763,0.321156,0.341358,0.38221,0.488424,-0.116726,0.095075,-0.272423,-0.028526,-0.245591,0.109963,-0.867432,-0.16966,0.432891,-0.729417,0.612779,-0.079434,0.132235,0.227788,0.030058,0.346169,-0.034072,9
0.227446,-4.872779,-1.026628,0.006823,-1.762486,-0.032013,-1.092182,1.651513,-0.66437,0.183722,0.838586,0.36057,0.069475,-0.054148,-0.423848,0.903352,1.213553,-0.899868,-0.709004,0.025621,-0.877549,1.480754,0.635606,0.255156,0.027066,0.449665,-0.272161,-0.610296,-0.197083,-0.537055,0.055634,0.297519,-0.284796,-0.388601,0.111498,0.517778,0.09344,-0.800287,-0.266289,0.685909,0.155642,0.250866,6
-1.773433,-0.884115,-0.538058,0.968445,0.112646,-0.671629,-0.456458,1.016948,-1.001282,-0.97794,0.318082,1.868061,1.488117,-1.797212,-0.540126,-0.265159,0.08506,-0.832221,0.219131,0.660459,-0.369195,-0.723505,-1.190307,-1.194776,0.465571,-0.532814,0.3368,0.156735,-1.609104,0.151811,0.259414,0.821759,0.146343,0.697831,-0.056813,0.324497,-0.727492,-0.11278,-0.068922,-0.27944,1.069696,-0.099395,8
-0.883073,0.256478,-0.082234,0.337272,0.782721,-0.97898,-0.90208,0.977073,-1.565463,-1.299191,-0.823645,0.463796,1.087118,-1.268576,-0.057237,-0.990319,-1.186092,-0.432767,0.197282,0.352369,0.021157,-0.457589,-1.928311,-1.240786,-0.455751,-0.362044,0.295241,0.175566,-0.258212,0.256339,-0.168392,-0.002752,0.701686,0.984275,-0.268538,0.415281,-0.237919,-0.579244,-0.322537,0.005955,0.689653,-0.587718,8
-2.329755,0.902279,1.077616,1.882013,1.216123,0.408766,-0.480065,-0.378733,-0.534299,2.127214,1.432709,-1.141484,0.377109,1.029864,0.203103,0.352369,0.373425,-0.877261,0.107027,0.246429,0.167592,0.052403,-0.157916,-0.781246,0.703701,-0.536873,0.225927,0.54999,-0.31598,0.830069,-0.337341,-0.232331,-0.0892,-0.889301,-0.036794,0.719587,-0.295922,-0.047185,0.333383,-0.1803,-0.207019,-0.166733,3
-4.767527,-1.163813,-1.990282,-2.028385,-0.387416,0.603782,1.564156,-0.804773,0.450045,0.3523,-0.360683,1.323743,0.984535,-0.565757,-0.155669,-0.192986,1.590987,-0.074602,0.296207,0.089792,-1.409842,-1.163836,-0.392611,-0.114353,1.275461,-0.066213,-0.519738,-0.614212,0.46563,0.771864,-0.314081,-0.362148,0.579623,0.261048,-0.80681,0.362724,0.006298,0.408045,-0.476317,0.21995,-0.453215,-0.406178,2
-0.61251,-0.023116,-3.161964,-0.442202,1.461758,-1.590674,-0.176605,-1.356843,-1.782013,1.037154,0.177999,-0.442127,0.243456,-0.749044,-0.792911,0.132478,0.14013,-1.384553,0.096163,0.677684,-0.777592,-0.202879,-0.830385,-0.819499,0.294,0.407121,-0.238806,0.280537,-0.520086,-0.709799,-0.061585,-0.148619,0.764383,0.312936,0.004505,0.148698,0.419171,-0.149753,-0.429928,0.173842,0.23606,-0.195753,1
-1.486614,1.734815,0.239331,1.14597,1.576591,-0.370822,-0.620371,-0.314355,-1.285053,0.342147,0.32325,-1.418268,0.520835,1.028513,0.688606,0.367261,-0.662566,-1.131362,-0.0075,0.719664,-0.131228,-0.040136,-0.397748,-0.756456,0.078659,0.181213,-0.204205,-0.717831,-0.558906,1.060562,0.319326,-0.008922,-0.186762,-0.301247,-0.68259,0.726951,-0.039574,-0.171647,-0.514558,0.180075,0.173234,-0.376572,3
0.924487,2.072148,-2.36338,0.171119,1.604868,-0.922671,-1.366902,-1.656639,-0.409643,1.898341,0.572716,-1.449704,-0.631163,-0.773774,-0.630706,0.111211,0.243634,-1.62707,-0.308983,0.092754,-0.834928,0.785228,-0.728204,-0.629058,-0.797785,0.67827,-0.098195,0.122489,0.018042,-0.781728,0.126152,-0.855839,0.303588,-0.214314,-0.10042,-0.535933,0.395288,-0.005024,-0.444419,0.716009,0.069512,0.551933,1
1.910233,4.881658,-0.850077,0.526366,-1.188694,0.326137,-2.330711,-0.121749,1.006548,-1.039901,-0.007596,-0.29195,-0.278955,0.664712,0.747844,0.020627,0.455122,0.729575,0.089855,-0.778052,-0.578251,-0.123545,0.325997,0.657069,0.031356,-0.22544,0.236523,0.361449,-0.001627,1.165467,-0.195265,-0.694594,-0.174865,-0.425171,0.235601,-0.506073,-0.807507,0.207274,0.135687,-0.341947,1.024197,-0.1052,7
-3.428163,-0.693172,-2.512497,-0.249164,-0.679573,0.632955,0.249269,-2.01749,-0.596037,0.134466,-0.383557,0.832805,0.895498,0.157799,0.452671,-0.599569,1.236281,1.477192,0.29986,0.017144,-0.740048,-0.29738,-0.756527,0.386773,0.809164,-0.283715,-0.353463,-2.107505,0.733236,-0.15522,0.716608,0.358363,0.846556,0.71357,0.199472,0.852181,-0.025084,-0.154558,-0.588333,0.283187,-0.66461,-0.613768,2
4.062083,-0.517566,-1.685086,2.047766,1.203567,-1.343598,0.379214,0.862937,1.446096,1.503924,0.545609,-0.358582,0.590582,-0.206397,0.302924,-0.175224,0.187267,-0.361378,0.05908,-0.247507,0.822778,-0.206495,-0.148455,-0.274682,-0.636817,-0.011887,0.496395,0.368233,-0.757997,0.041612,0.901553,-0.244267,0.285957,-0.939657,-0.170872,0.326106,0.778012,0.590247,-0.410723,-0.333558,-0.208506,-1.113116,4
-1.304924,-0.568347,-0.579206,0.869665,0.369214,-1.853847,-0.263928,0.064979,-1.976916,-1.031864,0.194535,0.798405,0.044422,-1.189108,-1.448942,1.504468,-0.707077,-1.646447,-0.808223,0.474637,-0.095464,0.446939,0.159828,-0.656256,-0.384002,0.241974,0.165182,1.101292,-0.919808,-0.487586,-0.447876,0.396081,-0.060323,-0.331166,-0.547524,-0.102651,-0.872261,-0.081369,-0.734572,-0.49281,0.524147,-1.173087,8
4.176774,-1.48829,-1.182773,1.288519,0.517722,-1.653044,0.992351,1.284206,1.420428,1.126319,0.138928,-0.312772,0.316646,0.111274,0.389874,0.092545,0.370806,0.128794,-0.158565,-0.754822,0.732216,-0.488034,0.224303,-0.533736,-0.736469,0.028255,0.401806,-0.093358,-0.892936,0.028255,1.677433,-0.023689,0.382153,-0.885038,-0.237053,-0.094045,1.341843,0.894287,-0.210419,-0.056897,0.030811,-0.651538,4
-0.603831,-0.280934,0.085272,-1.410048,0.301208,-2.106573,1.137871,2.145349,-0.003682,-0.085441,-0.19788,-1.385671,0.768464,0.986737,0.313891,0.860227,-0.80264,-0.564478,-0.274755,0.275105,0.634359,-0.055343,-0.515656,-1.559708,0.35908,-0.580918,0.322709,0.125903,-0.34873,-0.161537,0.393214,-0.690612,-0.142686,0.104387,-0.428401,0.946542,-0.96043,-0.252063,0.13389,-0.452243,-0.260818,-0.504542,5
-0.330216,0.506528,1.736097,-0.92491,0.101526,-2.607952,0.945441,1.44329,-0.178482,0.088669,0.547463,-2.015861,0.16025,0.797977,0.21697,0.910443,-0.276311,-1.081521,-0.25686,1.097533,0.133136,0.873452,-0.287496,-0.767651,0.553508,-0.353954,-0.023621,-0.516804,0.147459,-0.034285,-0.099726,-0.167196,-0.787765,-0.510616,-0.241487,0.760618,0.257812,-0.824114,0.26974,0.241147,-0.884099,-0.295206,5
4.926672,-0.811357,-1.201958,1.897419,1.232366,-0.246064,1.047321,1.193818,1.952499,1.495304,-0.358626,0.52435,0.420321,-0.039861,0.224248,-0.339627,-0.12434,0.651592,0.301798,-0.605034,1.035907,-0.612827,0.158263,-1.652356,0.822415,-0.531809,0.09936,0.079738,-0.327965,0.030602,1.217775,-0.256843,-0.048372,-0.603028,-0.321814,0.424254,0.609411,0.048957,-0.142919,0.128538,0.148416,0.108499,4
-4.049544,-0.368267,-0.032067,2.697623,-0.391324,1.644229,-0.186504,0.298862,-0.479113,1.746542,1.198485,-0.304809,0.843417,0.473914,0.202312,-0.676683,1.112414,-0.330607,-0.212387,-0.407386,-0.093514,0.457101,-0.193722,0.476944,1.511323,-0.986466,0.456751,-0.54005,-0.17894,-0.536941,-0.309308,-0.698263,-0.776682,-0.708872,-0.747225,0.463147,-0.158832,0.323838,0.743575,0.568098,-0.229952,1.071187,3
-4.288748,0.856187,0.817994,1.326289,1.952016,1.043075,1.455497,1.441093,0.77244,3.015545,0.839135,-0.961165,0.48444,0.894583,-0.083833,0.037499,0.517088,-1.290227,-0.349067,-0.271362,0.250914,-0.251586,-0.773508,-0.480538,0.547946,-0.844937,0.566114,0.621911,-0.563745,-0.278406,-0.542709,0.080066,-0.021997,0.129894,0.274221,0.577535,-0.313062,-0.197948,0.453034,0.036087,0.497954,0.54448,3
1.322147,-1.918033,3.218976,-1.357411,0.665292,-1.061464,-0.583682,-2.212081,-0.907475,0.393905,-0.635001,-0.17587,-0.731093,0.353115,-0.680632,0.874647,-0.272993,-0.259659,-0.434824,0.21934,0.136443,0.583569,-0.517957,-0.646214,-0.618031,-0.148303,0.230302,0.408379,0.11204,0.073113,0.068326,0.182952,0.409686,-0.536394,0.72486,-0.405369,0.110807,-0.068655,-0.111225,0.168343,-0.343596,0.059565,0
-0.114434,-2.069576,3.311223,-0.903044,0.67935,-0.160503,-0.644119,-1.71496,-0.795935,1.052638,-0.406544,0.011629,0.034264,0.07447,-0.326787,-0.244015,0.179562,0.071412,0.253679,0.177288,0.074003,0.235913,-1.414854,-1.062477,-0.238276,-0.492974,0.463265,0.150046,-0.579521,-0.343049,0.831031,0.529463,0.864166,-1.075252,1.177349,0.023448,-0.023719,0.60531,-0.374827,-0.289048,0.379899,-0.55768,0
0.661327,-2.505459,4.452065,-2.045885,0.809496,-0.482963,-0.133321,-1.871613,0.443331,-0.029716,-0.104724,0.910411,0.456686,0.322076,-0.183441,0.578511,-0.094194,-0.143695,0.262776,1.45583,0.333007,0.072573,-0.502901,-0.150839,0.094477,-0.381731,0.106302,0.278603,0.046247,0.233996,-0.172866,1.218887,-0.077498,-0.343862,0.50496,-0.169128,-0.324549,-0.111703,0.163046,-0.178329,0.205388,0.214967,0
1.543172,0.293961,-2.71092,0.634913,1.44983,-1.798742,-0.907286,-1.586893,-1.146949,1.521088,0.092122,-0.750439,0.28579,-1.476164,-0.812328,-0.337437,0.723147,-2.416676,-0.063015,0.325718,-1.519345,0.126222,-1.944023,-1.35703,-0.885976,0.308603,0.137797,0.163955,-0.628389,-0.50946,0.232187,-0.353255,0.539453,-0.271677,0.197077,-0.04268,-0.070632,0.14223,-0.379821,0.280953,-0.097765,0.038669,1
-2.230437,-0.033074,3.030209,1.303329,0.478627,-1.104158,1.237415,-0.183959,0.636521,2.107244,1.950727,-0.692854,0.222599,-0.788749,-0.709674,0.655422,1.17291,-1.990835,-0.456887,0.30241,-0.177412,0.361867,0.145177,-0.220557,0.237079,-0.515157,0.653318,0.510854,-0.719196,-0.463872,0.419674,-0.039058,-0.110201,0.190574,0.088273,-0.345104,-0.457649,0.484405,0.279696,-0.296761,0.10907,-0.159676,9
-4.706588,-0.119323,-1.19499,-1.218325,0.346068,0.476589,2.323874,-1.650626,1.612902,0.64016,-0.672696,1.439726,1.207432,-0.507308,-0.250536,0.327371,1.553435,-1.119221,-0.642785,0.241962,-0.903871,-0.905922,-0.571588,1.12848,0.002273,-0.578438,0.252784,-1.282566,0.862147,0.285103,0.537815,-0.236861,0.376326,0.08312,0.280448,0.556891,-0.184894,0.305807,0.094556,-0.310924,0.678663,-0.29074,2
-2.451633,0.343874,1.360979,1.811232,0.511319,-0.608684,1.078047,-0.382371,-0.91332,1.380099,0.826241,-1.173078,1.564753,-0.369478,0.341019,-1.390244,0.580953,-1.400799,0.369663,-0.061018,-0.12501,-0.445526,-0.863119,-0.224376,0.373059,-0.587711,0.379374,-0.377837,-0.340778,-1.049165,0.732866,1.096165,0.483154,-0.457585,0.434839,-0.129207,-0.356094,0.496844,0.575594,-0.521189,-0.520464,0.288251,9
-1.592893,1.100286,0.072608,-1.660735,1.081756,-1.926837,1.702315,1.963849,-0.466088,0.583557,-0.244817,-2.579939,-0.292465,0.81567,0.03371,0.814982,-0.412006,-1.933338,-0.411939,0.793065,-0.429718,0.963603,0.201001,-0.574347,0.460013,0.137322,-0.265027,-0.551539,0.321656,0.074158,0.499827,-0.194712,-0.03012,-0.683453,-0.302698,0.577301,-0.224747,-0.166532,-0.29877,-0.323745,0.015523,-0.6514,5
0.075886,3.037646,-1.679713,-0.002777,0.363072,0.376648,-3.595243,-0.58711,0.705418,0.685364,2.239672,-0.080716,0.102473,-0.607261,0.510949,-0.091924,0.259955,1.088042,0.563478,0.564948,0.329138,0.83423,-0.136907,-0.71154,-0.741188,-0.072419,0.151294,-0.456175,0.169671,0.712608,0.377824,0.438526,-0.488381,-0.265174,0.427648,-0.1476,-0.542245,-0.049283,-0.033522,-0.235172,-0.290827,-0.392593,7
-2.263548,-1.604756,3.472018,1.489317,-1.169168,-0.125572,0.549718,-0.875165,0.300236,1.255488,1.966496,0.391241,0.479729,-1.633032,-0.679513,-0.003255,1.818948,-1.575677,0.01209,0.276961,-0.890694,0.341503,0.550855,-0.160709,1.034874,-0.301878,0.199129,-0.038733,-0.587638,-0.463005,0.534835,-0.29772,-0.412019,-0.066098,-0.027877,-0.226496,-0.538302,0.277671,0.007542,0.194126,0.570957,0.453728,9
1.083747,0.003568,-2.558588,1.262407,1.53897,-1.276551,-0.588412,-1.399464,-1.224926,1.673763,0.05909,-0.580576,0.388814,-0.778958,-0.666183,-0.025778,0.911962,-2.465323,0.027743,0.301488,-1.843098,-0.339522,-1.643014,-1.656409,-0.321156,0.453913,-0.308153,0.202493,-0.552514,-0.014694,-0.001386,0.045756,0.681299,0.065002,-0.268605,0.088444,0.127704,0.355516,-0.605048,0.157913,-0.000557,-0.239305,1
0.383023,-2.640365,3.305508,-1.107133,0.290851,0.249184,-1.08214,-2.604209,-0.651147,0.2543,-0.668294,0.938873,-0.45519,0.573726,-0.469253,0.791933,0.200439,0.56102,-0.413981,0.204753,0.168827,0.43288,-0.445292,-0.076043,0.075787,-0.667349,0.44101,-0.044086,0.231049,0.618245,0.14906,-0.013894,0.243147,-0.126805,0.068054,-0.004319,-0.362321,0.316105,0.380559,-0.263039,0.333195,-0.036979,0
-3.977085,0.386188,0.381644,2.287696,0.811349,1.109071,0.083603,1.616108,-0.389551,1.14504,1.010083,-0.186658,0.957699,1.244914,0.29759,0.458227,-0.013036,-0.3828,-0.348903,0.136432,0.600058,0.009029,-0.278338,-0.295458,1.060438,-0.82334,0.294391,-0.157647,-0.728325,-0.669302,-0.191585,0.263615,-0.758596,0.17307,-0.092503,0.460707,-0.340216,0.093765,0.109451,0.164082,0.180312,0.652439,3
-0.233746,1.429676,-0.204724,-2.334886,-0.288563,-2.675587,1.289916,1.775062,0.516773,-1.337111,-0.295711,-1.094944,0.53843,0.901397,0.495524,0.90109,-0.937172,0.39737,0.057634,0.898569,0.859514,-0.197185,0.168517,-0.602306,0.725381,-0.503908,0.095075,-0.000483,0.120627,-0.275115,0.470508,-1.090572,-0.638246,-0.138909,0.110697,0.759471,-0.201037,-0.150996,0.038825,-0.170765,0.021223,-0.466549,5
3.578756,-1.316622,-2.310723,-0.356579,-0.083432,-1.537407,0.357104,1.258512,1.699841,1.081926,0.542349,-0.732556,1.358823,0.46715,1.109219,-0.511327,0.666356,-0.154336,0.292998,-0.461145,0.653962,-0.718008,-0.373484,0.450051,-0.333124,-0.241776,0.625533,0.0311,-0.864173,0.419322,0.262943,-0.500482,0.296466,-0.96337,-0.114348,0.303483,0.386303,0.153546,-0.04462,-0.058509,-0.121856,-0.103492,4
1.294978,-2.99994,1.572128,-1.01002,0.679466,-1.113545,-0.15652,-1.553599,-0.608102,1.778979,0.416587,-0.262714,0.088601,-0.414043,-0.417685,-0.393382,1.026242,-0.852232,0.328116,0.518522,-0.375624,0.540128,-0.832372,-0.0176,0.1528,-0.52942,0.384033,0.500244,0.135843,0.52542,-0.605073,0.985264,0.483754,-0.795837,0.596242,-0.715105,-0.297938,0.648854,-0.395868,0.159488,-0.487081,0.356131,0
-0.316713,0.425954,-0.075656,1.541478,0.02889,0.167514,-2.102071,0.965396,-1.06207,-1.375302,-0.187852,0.790229,0.82033,-0.967883,-0.016984,-0.347787,-0.41527,-0.719518,-0.209378,-0.413794,-0.782975,-0.234026,-0.858619,-0.786945,-0.905235,0.6292,-0.231608,0.009442,-0.951482,0.591995,-0.186616,0.707188,1.146334,0.001599,-1.391508,0.288007,-0.485734,-0.188915,-0.298986,0.042397,-0.009467,0.068794,8
2.575225,4.925318,-0.888846,-0.068212,-1.915257,0.917893,-2.336273,0.671287,1.037843,-1.47964,-0.490894,-0.228983,0.168626,1.1706,0.843014,-0.069474,0.221073,-0.030707,-0.153093,-1.36768,-0.603077,-0.707006,0.72438,0.368359,0.209504,-0.207538,-0.067694,0.614539,0.247356,0.884106,-0.470599,0.097522,-0.464652,-0.950269,1.050429,-0.619876,0.27334,-0.132484,0.09986,-0.119623,0.028899,-0.516622,7
1.438896,-3.905155,-1.213523,-1.473907,0.100806,-0.729066,-0.39853,1.721026,-1.234769,-0.003614,-0.334868,-0.503355,1.124382,0.665314,0.538079,-0.148087,0.069888,-1.494609,-0.069626,0.104986,-0.44738,-0.09891,-0.273249,-0.159667,0.049398,0.065636,-0.043154,-0.142954,-0.102908,1.23177,-0.537484,1.075929,0.390514,-0.150054,-0.462348,0.444898,-0.224033,-0.309622,0.24032,-0.191737,0.362676,-0.035363,6
