@relation optdigits-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
100.458947,-6.928203,-60.621778,-38.105118,-48.497423,-25.980762,22.51666,19.052559,43.30127,-10.392305,0
64.08588,45.033321,-15.588457,-72.746134,-55.425626,55.425626,-22.51666,-12.124356,50.229473,34.641016,1
81.406388,3.464102,-43.30127,-45.033321,-79.674337,-15.588457,29.444864,12.124356,-8.660254,12.124356,0
138.564065,-57.157677,-34.641016,-55.425626,-88.334591,32.908965,-25.980762,8.660254,-46.765372,69.282032,5
105.655099,-43.30127,-10.392305,-43.30127,-96.994845,46.765372,-1.732051,-17.320508,-39.837169,77.942286,5
119.511506,-0,-19.052559,-25.980762,-45.033321,19.052559,-34.641016,-6.928203,-1.732051,76.210236,9
98.726896,-29.444864,-65.817931,-57.157677,-81.406388,-67.549981,55.425626,20.78461,-31.176915,93.530744,6
126.439709,-5.196152,-8.660254,-64.08588,-22.51666,55.425626,-34.641016,48.497423,19.052559,109.119201,3
25.980762,34.641016,-6.928203,-41.569219,-64.08588,3.464102,24.248711,-32.908965,60.621778,53.693575,4
41.569219,6.928203,22.51666,-38.105118,15.588457,90.066642,-12.124356,48.497423,32.908965,34.641016,7
25.980762,22.51666,-12.124356,-48.497423,-67.549981,-43.30127,48.497423,-27.712813,22.51666,51.961524,4
93.530744,17.320508,-27.712813,-67.549981,-39.837169,-19.052559,-10.392305,10.392305,17.320508,81.406388,8
83.138439,43.30127,-24.248711,-58.889727,-5.196152,10.392305,39.837169,39.837169,-48.497423,86.60254,2
20.78461,43.30127,-8.660254,-39.837169,-67.549981,-13.856406,31.176915,-27.712813,43.30127,50.229473,4
84.87049,5.196152,-53.693575,-39.837169,-64.08588,-98.726896,45.033321,-6.928203,-12.124356,83.138439,6
74.478185,13.856406,13.856406,-71.014083,-34.641016,6.928203,-3.464102,-17.320508,3.464102,112.583302,8
100.458947,55.425626,-29.444864,-91.798693,-5.196152,15.588457,13.856406,64.08588,-24.248711,81.406388,2
121.243557,6.928203,-13.856406,-43.30127,-41.569219,27.712813,-20.78461,43.30127,12.124356,84.87049,3
31.176915,-5.196152,-27.712813,-19.052559,-58.889727,-25.980762,12.124356,-41.569219,48.497423,-20.78461,4
88.334591,36.373067,-31.176915,-83.138439,-46.765372,-3.464102,15.588457,27.712813,-5.196152,57.157677,1
112.583302,-19.052559,-62.353829,-38.105118,-83.138439,46.765372,-12.124356,-3.464102,-24.248711,53.693575,5
121.243557,-3.464102,-8.660254,-19.052559,-58.889727,36.373067,-19.052559,-22.51666,0,88.334591,9
67.549981,10.392305,-19.052559,-102.190998,-57.157677,12.124356,27.712813,38.105118,-3.464102,65.817931,1
102.190998,-3.464102,-41.569219,-51.961524,-98.726896,19.052559,13.856406,10.392305,-15.588457,24.248711,5
129.903811,-20.78461,-32.908965,-34.641016,-69.282032,24.248711,-48.497423,38.105118,25.980762,36.373067,5
84.87049,13.856406,0,-88.334591,-25.980762,-6.928203,5.196152,12.124356,15.588457,117.779455,8
110.851252,-27.712813,-19.052559,-45.033321,-62.353829,53.693575,-32.908965,0,-12.124356,72.746134,9
65.817931,34.641016,-15.588457,-45.033321,-31.176915,-53.693575,46.765372,-1.732051,-79.674337,60.621778,2
93.530744,-29.444864,-53.693575,-32.908965,-79.674337,-10.392305,22.51666,15.588457,-6.928203,27.712813,0
72.746134,-17.320508,-71.014083,-79.674337,-65.817931,-43.30127,48.497423,12.124356,-13.856406,64.08588,6
83.138439,8.660254,-27.712813,-74.478185,-46.765372,34.641016,17.320508,-8.660254,-6.928203,72.746134,8
107.38715,-0,-34.641016,-24.248711,-45.033321,12.124356,-25.980762,8.660254,15.588457,69.282032,9
119.511506,-19.052559,8.660254,-43.30127,-74.478185,67.549981,-39.837169,-29.444864,-27.712813,39.837169,9
53.693575,3.464102,36.373067,-27.712813,24.248711,84.87049,-27.712813,32.908965,27.712813,17.320508,7
135.099963,24.248711,-32.908965,-34.641016,-32.908965,60.621778,-41.569219,25.980762,48.497423,34.641016,9
109.119201,22.51666,10.392305,-65.817931,20.78461,46.765372,-41.569219,48.497423,60.621778,88.334591,3
102.190998,46.765372,-10.392305,-133.367912,-6.928203,39.837169,27.712813,50.229473,-34.641016,84.87049,2
64.08588,12.124356,-8.660254,-76.210236,-25.980762,31.176915,15.588457,24.248711,-3.464102,83.138439,8
83.138439,45.033321,-5.196152,-43.30127,12.124356,-24.248711,45.033321,51.961524,10.392305,57.157677,2
84.87049,32.908965,20.78461,-88.334591,20.78461,13.856406,13.856406,55.425626,3.464102,53.693575,2
110.851252,13.856406,15.588457,-46.765372,-17.320508,45.033321,-38.105118,51.961524,13.856406,65.817931,3
81.406388,-10.392305,-55.425626,-41.569219,-64.08588,-10.392305,22.51666,5.196152,64.08588,-17.320508,0
119.511506,5.196152,-36.373067,-50.229473,-55.425626,60.621778,-10.392305,8.660254,-8.660254,91.798693,9
95.262794,38.105118,-45.033321,-45.033321,-20.78461,-32.908965,31.176915,60.621778,-39.837169,93.530744,2
128.17176,-15.588457,-79.674337,-57.157677,-76.210236,32.908965,-24.248711,45.033321,-19.052559,51.961524,5
102.190998,15.588457,3.464102,-60.621778,-12.124356,53.693575,-24.248711,50.229473,17.320508,83.138439,3
135.099963,-34.641016,-41.569219,-39.837169,-72.746134,20.78461,-46.765372,24.248711,17.320508,36.373067,5
55.425626,15.588457,-53.693575,-102.190998,-64.08588,62.353829,6.928203,3.464102,25.980762,81.406388,1
103.923048,8.660254,8.660254,-43.30127,-10.392305,74.478185,-19.052559,34.641016,19.052559,79.674337,3
39.837169,19.052559,20.78461,-72.746134,31.176915,-17.320508,29.444864,13.856406,-6.928203,65.817931,2
128.17176,-1.732051,-57.157677,-25.980762,-51.961524,76.210236,-31.176915,-3.464102,15.588457,20.78461,5
77.942286,24.248711,-29.444864,-84.87049,-71.014083,13.856406,20.78461,25.980762,-15.588457,53.693575,1
105.655099,38.105118,3.464102,-88.334591,22.51666,13.856406,15.588457,60.621778,22.51666,90.066642,2
109.119201,-22.51666,-90.066642,-64.08588,-31.176915,46.765372,1.732051,67.549981,13.856406,-6.928203,5
24.248711,-5.196152,-27.712813,-32.908965,-105.655099,-25.980762,69.282032,-25.980762,17.320508,31.176915,4
71.014083,-17.320508,43.30127,-36.373067,24.248711,69.282032,-15.588457,41.569219,32.908965,83.138439,7
93.530744,-17.320508,27.712813,24.248711,58.889727,58.889727,-25.980762,5.196152,58.889727,38.105118,7
122.975607,50.229473,-46.765372,-46.765372,-10.392305,39.837169,-36.373067,36.373067,50.229473,31.176915,9
91.798693,43.30127,-0,-81.406388,-32.908965,27.712813,6.928203,5.196152,27.712813,72.746134,1
83.138439,38.105118,19.052559,-93.530744,0,-17.320508,-0,17.320508,34.641016,119.511506,8
114.315353,-15.588457,5.196152,-58.889727,-27.712813,64.08588,-12.124356,19.052559,1.732051,105.655099,3
84.87049,0,41.569219,-38.105118,-15.588457,64.08588,-12.124356,91.798693,43.30127,77.942286,7
124.707658,-20.78461,-76.210236,-46.765372,-81.406388,39.837169,-15.588457,22.51666,-1.732051,22.51666,5
83.138439,-24.248711,-58.889727,-24.248711,-77.942286,-10.392305,22.51666,-12.124356,25.980762,-12.124356,0
65.817931,6.928203,-20.78461,-98.726896,-41.569219,31.176915,36.373067,62.353829,8.660254,62.353829,1
105.655099,20.78461,-27.712813,-95.262794,-27.712813,10.392305,38.105118,69.282032,-25.980762,98.726896,2
27.712813,-41.569219,-45.033321,-48.497423,-79.674337,-64.08588,65.817931,-1.732051,15.588457,29.444864,4
38.105118,-31.176915,-31.176915,-38.105118,-126.439709,-60.621778,39.837169,-10.392305,36.373067,31.176915,4
46.765372,-0,-20.78461,-58.889727,-6.928203,46.765372,48.497423,10.392305,-17.320508,48.497423,8
58.889727,8.660254,-25.980762,-91.798693,-67.549981,20.78461,34.641016,32.908965,-27.712813,41.569219,1
36.373067,1.732051,46.765372,-31.176915,12.124356,79.674337,-22.51666,25.980762,1.732051,41.569219,7
90.066642,-24.248711,-50.229473,-27.712813,-72.746134,-17.320508,3.464102,10.392305,19.052559,13.856406,0
77.942286,3.464102,6.928203,-71.014083,-6.928203,27.712813,3.464102,8.660254,8.660254,50.229473,8
110.851252,15.588457,-36.373067,-34.641016,-90.066642,5.196152,13.856406,-24.248711,24.248711,10.392305,0
103.923048,19.052559,25.980762,-46.765372,3.464102,22.51666,-31.176915,-5.196152,19.052559,62.353829,3
41.569219,0,-32.908965,-38.105118,-95.262794,-51.961524,64.08588,6.928203,8.660254,53.693575,4
12.124356,-19.052559,-27.712813,-55.425626,-93.530744,-29.444864,64.08588,-12.124356,25.980762,38.105118,4
5.196152,-27.712813,-25.980762,-65.817931,-90.066642,-38.105118,88.334591,17.320508,0,20.78461,4
55.425626,-5.196152,31.176915,-25.980762,15.588457,93.530744,-17.320508,53.693575,27.712813,48.497423,7
71.014083,43.30127,-12.124356,-57.157677,-45.033321,91.798693,-43.30127,-55.425626,74.478185,51.961524,1
50.229473,8.660254,-20.78461,-95.262794,-41.569219,45.033321,36.373067,32.908965,-17.320508,50.229473,1
102.190998,-5.196152,-58.889727,-46.765372,-81.406388,-76.210236,12.124356,1.732051,12.124356,50.229473,6
135.099963,64.08588,-84.87049,-57.157677,-6.928203,20.78461,-22.51666,48.497423,62.353829,84.87049,9
81.406388,-20.78461,-107.38715,-71.014083,-27.712813,22.51666,10.392305,65.817931,22.51666,-29.444864,5
126.439709,-48.497423,-84.87049,-15.588457,-46.765372,46.765372,-39.837169,43.30127,31.176915,22.51666,5
65.817931,-29.444864,-24.248711,-67.549981,8.660254,-3.464102,-5.196152,27.712813,17.320508,48.497423,8
38.105118,12.124356,-10.392305,-36.373067,-110.851252,-48.497423,60.621778,-19.052559,10.392305,50.229473,4
25.980762,12.124356,-55.425626,-67.549981,-0,1.732051,57.157677,27.712813,-46.765372,64.08588,2
98.726896,13.856406,-43.30127,-24.248711,10.392305,-12.124356,-8.660254,34.641016,36.373067,50.229473,8
77.942286,-6.928203,-41.569219,-48.497423,6.928203,20.78461,-1.732051,3.464102,3.464102,53.693575,8
126.439709,-3.464102,-27.712813,-51.961524,6.928203,-3.464102,-19.052559,13.856406,43.30127,45.033321,2
102.190998,1.732051,3.464102,-48.497423,1.732051,48.497423,-38.105118,25.980762,41.569219,93.530744,3
98.726896,12.124356,-60.621778,-25.980762,-62.353829,-17.320508,15.588457,3.464102,62.353829,-5.196152,0
90.066642,1.732051,-17.320508,-38.105118,-24.248711,50.229473,-19.052559,12.124356,17.320508,72.746134,3
110.851252,-8.660254,-58.889727,-32.908965,-79.674337,-77.942286,13.856406,27.712813,-6.928203,74.478185,6
53.693575,-8.660254,-12.124356,-83.138439,-22.51666,34.641016,51.961524,17.320508,-17.320508,53.693575,8
121.243557,-19.052559,-43.30127,-22.51666,-50.229473,-15.588457,-69.282032,41.569219,20.78461,58.889727,5
114.315353,24.248711,-5.196152,-36.373067,-13.856406,29.444864,20.78461,22.51666,5.196152,121.243557,8
102.190998,-39.837169,-64.08588,-62.353829,-67.549981,48.497423,-27.712813,22.51666,5.196152,13.856406,5
93.530744,25.980762,-50.229473,-19.052559,-83.138439,-8.660254,24.248711,-3.464102,34.641016,15.588457,0
50.229473,13.856406,-27.712813,-53.693575,32.908965,81.406388,-3.464102,31.176915,17.320508,13.856406,9
57.157677,3.464102,-117.779455,-76.210236,-72.746134,-25.980762,-12.124356,20.78461,71.014083,-38.105118,4
84.87049,-6.928203,-38.105118,-20.78461,3.464102,6.928203,8.660254,74.478185,-15.588457,5.196152,5
112.583302,6.928203,6.928203,-8.660254,-55.425626,48.497423,-41.569219,17.320508,22.51666,62.353829,9
119.511506,8.660254,8.660254,-98.726896,-20.78461,62.353829,-6.928203,31.176915,19.052559,112.583302,3
65.817931,3.464102,-107.38715,-57.157677,-103.923048,-27.712813,-22.51666,6.928203,91.798693,-29.444864,4
88.334591,-25.980762,-77.942286,-43.30127,-10.392305,6.928203,13.856406,48.497423,1.732051,-8.660254,5
79.674337,-3.464102,-48.497423,-39.837169,-65.817931,-45.033321,-15.588457,39.837169,-13.856406,76.210236,6
60.621778,3.464102,-60.621778,-84.87049,-58.889727,45.033321,57.157677,53.693575,-24.248711,53.693575,1
50.229473,0,-3.464102,-36.373067,-1.732051,86.60254,-8.660254,50.229473,20.78461,10.392305,7
74.478185,-45.033321,-32.908965,-10.392305,-22.51666,-15.588457,24.248711,81.406388,-34.641016,8.660254,5
76.210236,19.052559,5.196152,-88.334591,27.712813,36.373067,20.78461,43.30127,-13.856406,93.530744,2
62.353829,-6.928203,-53.693575,-13.856406,-10.392305,-25.980762,8.660254,-10.392305,60.621778,-24.248711,0
79.674337,-36.373067,-15.588457,-51.961524,-90.066642,-48.497423,19.052559,39.837169,-22.51666,81.406388,6
86.60254,34.641016,5.196152,-65.817931,53.693575,45.033321,-8.660254,31.176915,36.373067,58.889727,3
58.889727,13.856406,32.908965,-41.569219,13.856406,86.60254,-15.588457,53.693575,13.856406,39.837169,7
84.87049,-8.660254,-19.052559,-24.248711,-19.052559,19.052559,27.712813,45.033321,-15.588457,13.856406,5
72.746134,-24.248711,-19.052559,-45.033321,-109.119201,-29.444864,8.660254,1.732051,-50.229473,62.353829,6
67.549981,-1.732051,-38.105118,-45.033321,-60.621778,-65.817931,22.51666,48.497423,-10.392305,84.87049,6
90.066642,-29.444864,-64.08588,-27.712813,-51.961524,-20.78461,-1.732051,8.660254,48.497423,-6.928203,0
31.176915,15.588457,1.732051,-105.655099,-22.51666,41.569219,55.425626,46.765372,-13.856406,57.157677,1
62.353829,-8.660254,12.124356,-31.176915,15.588457,103.923048,-6.928203,20.78461,13.856406,29.444864,9
114.315353,3.464102,1.732051,-3.464102,-32.908965,95.262794,-36.373067,-19.052559,27.712813,22.51666,9
77.942286,43.30127,-24.248711,-72.746134,13.856406,-22.51666,31.176915,98.726896,-13.856406,128.17176,2
50.229473,31.176915,-12.124356,-62.353829,31.176915,-17.320508,38.105118,98.726896,-3.464102,128.17176,2
83.138439,-10.392305,-13.856406,-55.425626,32.908965,51.961524,-10.392305,36.373067,39.837169,60.621778,3
74.478185,-34.641016,-27.712813,-20.78461,-10.392305,-0,31.176915,17.320508,-27.712813,19.052559,5
57.157677,10.392305,-41.569219,-41.569219,-6.928203,-10.392305,27.712813,8.660254,6.928203,15.588457,5
55.425626,8.660254,-55.425626,-53.693575,1.732051,24.248711,1.732051,25.980762,20.78461,55.425626,8
93.530744,15.588457,-39.837169,-8.660254,-41.569219,5.196152,19.052559,29.444864,27.712813,27.712813,0
98.726896,41.569219,-1.732051,-58.889727,31.176915,48.497423,-8.660254,29.444864,36.373067,43.30127,3
64.08588,-3.464102,15.588457,-34.641016,-10.392305,91.798693,-31.176915,43.30127,20.78461,3.464102,7
41.569219,-5.196152,-60.621778,-109.119201,-72.746134,60.621778,45.033321,53.693575,-8.660254,55.425626,1
71.014083,13.856406,-32.908965,-71.014083,-1.732051,22.51666,48.497423,62.353829,-41.569219,116.047404,2
48.497423,-24.248711,-67.549981,-57.157677,-90.066642,-46.765372,-10.392305,-10.392305,50.229473,-32.908965,4
45.033321,8.660254,6.928203,-46.765372,46.765372,-15.588457,25.980762,36.373067,12.124356,98.726896,2
117.779455,-0,-19.052559,-15.588457,-32.908965,67.549981,-38.105118,-5.196152,29.444864,43.30127,9
27.712813,0,-60.621778,-102.190998,-88.334591,83.138439,15.588457,0,39.837169,31.176915,1
76.210236,10.392305,-32.908965,-20.78461,-39.837169,-51.961524,-3.464102,-1.732051,60.621778,-6.928203,0
112.583302,22.51666,-13.856406,-22.51666,-27.712813,62.353829,-53.693575,22.51666,41.569219,39.837169,9
48.497423,-17.320508,-64.08588,-50.229473,-124.707658,-65.817931,-22.51666,-15.588457,72.746134,-8.660254,4
45.033321,12.124356,-6.928203,-55.425626,27.712813,64.08588,-17.320508,64.08588,27.712813,20.78461,7
90.066642,-5.196152,-36.373067,-32.908965,-76.210236,-72.746134,13.856406,38.105118,3.464102,64.08588,6
65.817931,-31.176915,-60.621778,-41.569219,-86.60254,-29.444864,1.732051,43.30127,-12.124356,51.961524,6
46.765372,-34.641016,-31.176915,-67.549981,-55.425626,29.444864,46.765372,48.497423,-50.229473,51.961524,1
60.621778,19.052559,12.124356,-41.569219,0,84.87049,-5.196152,84.87049,29.444864,34.641016,7
116.047404,8.660254,-19.052559,-96.994845,-12.124356,53.693575,-22.51666,39.837169,46.765372,91.798693,3
65.817931,15.588457,-5.196152,-51.961524,12.124356,55.425626,8.660254,24.248711,3.464102,32.908965,3
36.373067,1.732051,0,-43.30127,3.464102,103.923048,-13.856406,22.51666,22.51666,-6.928203,7
88.334591,-34.641016,-25.980762,-65.817931,-100.458947,-53.693575,39.837169,22.51666,-17.320508,79.674337,6
57.157677,0,20.78461,3.464102,38.105118,8.660254,-32.908965,29.444864,50.229473,12.124356,7
60.621778,10.392305,10.392305,-48.497423,31.176915,38.105118,-25.980762,34.641016,60.621778,13.856406,7
48.497423,10.392305,-13.856406,-84.87049,-1.732051,24.248711,5.196152,29.444864,29.444864,45.033321,8
76.210236,5.196152,-55.425626,-17.320508,-27.712813,-0,15.588457,-5.196152,57.157677,-1.732051,0
19.052559,-3.464102,-12.124356,-90.066642,-55.425626,25.980762,69.282032,41.569219,-36.373067,48.497423,1
36.373067,-24.248711,-10.392305,-84.87049,-19.052559,25.980762,27.712813,6.928203,6.928203,45.033321,8
72.746134,-15.588457,-32.908965,-51.961524,-58.889727,-62.353829,27.712813,38.105118,-5.196152,79.674337,6
50.229473,-0,-83.138439,-91.798693,-65.817931,60.621778,50.229473,53.693575,-24.248711,31.176915,1
65.817931,-13.856406,-22.51666,-62.353829,-72.746134,-46.765372,25.980762,32.908965,-27.712813,74.478185,6
65.817931,-24.248711,-17.320508,-64.08588,19.052559,24.248711,15.588457,29.444864,-12.124356,46.765372,8
84.87049,-12.124356,-45.033321,-8.660254,-55.425626,6.928203,1.732051,19.052559,20.78461,24.248711,0
98.726896,-17.320508,-41.569219,-27.712813,-79.674337,-12.124356,1.732051,29.444864,36.373067,22.51666,0
46.765372,-22.51666,-20.78461,-38.105118,8.660254,53.693575,46.765372,41.569219,-25.980762,55.425626,8
39.837169,-31.176915,-31.176915,-20.78461,3.464102,10.392305,24.248711,-12.124356,-13.856406,43.30127,8
84.87049,-27.712813,-60.621778,-53.693575,-88.334591,-64.08588,32.908965,39.837169,-46.765372,65.817931,6
103.923048,-36.373067,-1.732051,22.51666,5.196152,36.373067,-22.51666,-29.444864,3.464102,27.712813,4
90.066642,-41.569219,-72.746134,-65.817931,-39.837169,39.837169,3.464102,57.157677,5.196152,5.196152,5
41.569219,-8.660254,13.856406,-25.980762,38.105118,55.425626,-13.856406,32.908965,29.444864,12.124356,7
122.975607,-6.928203,32.908965,-57.157677,-10.392305,71.014083,-25.980762,29.444864,31.176915,140.296115,3
114.315353,-3.464102,41.569219,-71.014083,-67.549981,90.066642,-12.124356,-8.660254,-10.392305,81.406388,3
90.066642,-45.033321,-95.262794,-77.942286,-69.282032,48.497423,-12.124356,46.765372,24.248711,-10.392305,5
62.353829,-8.660254,-62.353829,-25.980762,-3.464102,51.961524,-20.78461,-22.51666,50.229473,-5.196152,9
24.248711,0,3.464102,-60.621778,-32.908965,38.105118,48.497423,48.497423,-43.30127,32.908965,1
76.210236,38.105118,-29.444864,15.588457,-3.464102,20.78461,-36.373067,15.588457,36.373067,19.052559,4
129.903811,1.732051,22.51666,-60.621778,-5.196152,48.497423,-32.908965,12.124356,32.908965,110.851252,3
79.674337,-19.052559,-32.908965,-12.124356,-1.732051,71.014083,-31.176915,-8.660254,22.51666,-1.732051,9
67.549981,-41.569219,-31.176915,-71.014083,-41.569219,3.464102,10.392305,34.641016,-20.78461,13.856406,5
114.315353,13.856406,6.928203,-53.693575,-29.444864,67.549981,-32.908965,41.569219,22.51666,71.014083,3
32.908965,-13.856406,0,-60.621778,-29.444864,22.51666,43.30127,45.033321,-50.229473,27.712813,1
91.798693,10.392305,-51.961524,-36.373067,-65.817931,-43.30127,19.052559,-6.928203,36.373067,-0,0
34.641016,3.464102,15.588457,-117.779455,5.196152,38.105118,41.569219,31.176915,8.660254,60.621778,8
114.315353,19.052559,0,-41.569219,-19.052559,48.497423,-27.712813,64.08588,19.052559,109.119201,3
57.157677,-5.196152,17.320508,-15.588457,60.621778,41.569219,-6.928203,55.425626,57.157677,31.176915,7
65.817931,-6.928203,-86.60254,-45.033321,-50.229473,31.176915,-24.248711,-19.052559,27.712813,-29.444864,9
81.406388,-32.908965,-51.961524,-48.497423,-88.334591,-24.248711,27.712813,10.392305,-17.320508,25.980762,0
65.817931,-15.588457,22.51666,5.196152,69.282032,12.124356,-5.196152,55.425626,58.889727,60.621778,7
36.373067,-24.248711,-32.908965,-39.837169,-58.889727,-3.464102,57.157677,43.30127,-65.817931,15.588457,1
88.334591,41.569219,17.320508,-126.439709,15.588457,67.549981,-22.51666,29.444864,-6.928203,105.655099,2
84.87049,39.837169,5.196152,-116.047404,25.980762,50.229473,24.248711,19.052559,-43.30127,105.655099,2
45.033321,-19.052559,12.124356,1.732051,31.176915,72.746134,-19.052559,32.908965,27.712813,24.248711,7
71.014083,-38.105118,17.320508,-50.229473,-96.994845,-45.033321,48.497423,20.78461,-31.176915,109.119201,6
114.315353,-6.928203,36.373067,-55.425626,-27.712813,65.817931,-13.856406,-3.464102,12.124356,110.851252,3
84.87049,-51.961524,-34.641016,-81.406388,-50.229473,17.320508,8.660254,48.497423,-15.588457,13.856406,5
98.726896,-8.660254,-93.530744,1.732051,-32.908965,38.105118,-41.569219,-22.51666,45.033321,-12.124356,9
55.425626,0,10.392305,-46.765372,0,67.549981,-15.588457,67.549981,64.08588,45.033321,7
79.674337,-45.033321,-22.51666,-55.425626,-107.38715,-57.157677,39.837169,39.837169,-24.248711,71.014083,6
105.655099,22.51666,-3.464102,-41.569219,10.392305,27.712813,-46.765372,8.660254,38.105118,74.478185,3
112.583302,-13.856406,-39.837169,45.033321,-8.660254,19.052559,-48.497423,-5.196152,32.908965,-15.588457,4
36.373067,-3.464102,5.196152,-74.478185,-19.052559,46.765372,36.373067,45.033321,-43.30127,36.373067,1
53.693575,-53.693575,-46.765372,3.464102,-32.908965,-3.464102,27.712813,90.066642,-31.176915,-12.124356,5
88.334591,-36.373067,-43.30127,15.588457,-17.320508,55.425626,-39.837169,-34.641016,27.712813,0,9
90.066642,19.052559,-13.856406,-96.994845,10.392305,48.497423,32.908965,58.889727,-39.837169,143.760217,2
72.746134,-8.660254,-81.406388,-24.248711,-34.641016,55.425626,-38.105118,-34.641016,65.817931,-15.588457,9
84.87049,-10.392305,-48.497423,-34.641016,-65.817931,-31.176915,15.588457,5.196152,17.320508,0,0
83.138439,15.588457,-64.08588,12.124356,34.641016,0,-5.196152,24.248711,45.033321,10.392305,4
51.961524,27.712813,25.980762,-41.569219,22.51666,43.30127,-24.248711,77.942286,60.621778,34.641016,7
51.961524,-8.660254,-20.78461,-98.726896,-46.765372,46.765372,46.765372,38.105118,-6.928203,34.641016,8
50.229473,-17.320508,-19.052559,-64.08588,-39.837169,45.033321,38.105118,36.373067,-8.660254,39.837169,8
34.641016,-8.660254,6.928203,-100.458947,-3.464102,51.961524,25.980762,31.176915,-12.124356,27.712813,8
41.569219,-6.928203,-0,-88.334591,8.660254,24.248711,15.588457,36.373067,5.196152,32.908965,8
27.712813,12.124356,3.464102,-86.60254,-24.248711,64.08588,50.229473,27.712813,-29.444864,45.033321,1
39.837169,-10.392305,-60.621778,-58.889727,-48.497423,43.30127,-22.51666,-34.641016,57.157677,-10.392305,9
72.746134,20.78461,19.052559,-19.052559,20.78461,24.248711,-17.320508,60.621778,76.210236,34.641016,7
77.942286,-10.392305,-6.928203,17.320508,5.196152,34.641016,-3.464102,-1.732051,-6.928203,51.961524,4
62.353829,-10.392305,-25.980762,-53.693575,-24.248711,69.282032,-10.392305,5.196152,22.51666,22.51666,9
32.908965,34.641016,-8.660254,-95.262794,32.908965,1.732051,36.373067,-1.732051,-20.78461,95.262794,2
109.119201,-55.425626,-27.712813,-71.014083,-117.779455,-67.549981,41.569219,17.320508,-20.78461,91.798693,6
74.478185,13.856406,8.660254,-91.798693,27.712813,17.320508,17.320508,50.229473,-1.732051,105.655099,2
72.746134,-6.928203,25.980762,-58.889727,17.320508,43.30127,3.464102,-0,72.746134,27.712813,7
48.497423,1.732051,-1.732051,-31.176915,-1.732051,81.406388,-19.052559,58.889727,32.908965,27.712813,7
98.726896,-34.641016,-27.712813,-90.066642,-91.798693,-57.157677,45.033321,22.51666,-12.124356,72.746134,6
114.315353,25.980762,-10.392305,-114.315353,-12.124356,72.746134,0,60.621778,-60.621778,114.315353,2
91.798693,12.124356,5.196152,8.660254,12.124356,32.908965,-12.124356,-13.856406,6.928203,46.765372,4
81.406388,-55.425626,-34.641016,-74.478185,-96.994845,-65.817931,57.157677,12.124356,-19.052559,84.87049,6
71.014083,-31.176915,-38.105118,-34.641016,-20.78461,62.353829,-34.641016,-24.248711,39.837169,12.124356,9
69.282032,-25.980762,-36.373067,-6.928203,-12.124356,-20.78461,25.980762,77.942286,-32.908965,-5.196152,5
71.014083,15.588457,0,-83.138439,25.980762,-1.732051,29.444864,45.033321,-5.196152,98.726896,2
88.334591,-45.033321,-38.105118,-55.425626,-83.138439,-62.353829,60.621778,8.660254,-13.856406,79.674337,6
84.87049,-36.373067,-58.889727,-29.444864,-79.674337,-10.392305,20.78461,12.124356,15.588457,-13.856406,0
84.87049,-67.549981,-20.78461,-55.425626,-107.38715,-60.621778,57.157677,22.51666,-13.856406,81.406388,6
105.655099,13.856406,19.052559,-41.569219,29.444864,71.014083,-24.248711,3.464102,31.176915,67.549981,3
15.588457,-3.464102,-24.248711,-91.798693,-58.889727,19.052559,72.746134,39.837169,-31.176915,57.157677,1
100.458947,-24.248711,-25.980762,25.980762,-39.837169,25.980762,-41.569219,-45.033321,45.033321,71.014083,9
53.693575,-20.78461,-41.569219,-29.444864,-8.660254,-27.712813,27.712813,96.994845,-24.248711,-3.464102,5
45.033321,6.928203,-27.712813,-60.621778,27.712813,-5.196152,41.569219,51.961524,-8.660254,126.439709,2
98.726896,25.980762,12.124356,-74.478185,10.392305,95.262794,-15.588457,39.837169,32.908965,81.406388,3
65.817931,-17.320508,-77.942286,-58.889727,-105.655099,15.588457,-0,-12.124356,-38.105118,19.052559,6
79.674337,-55.425626,-36.373067,-74.478185,-121.243557,-36.373067,24.248711,32.908965,-25.980762,84.87049,6
84.87049,-17.320508,-86.60254,-62.353829,-24.248711,51.961524,15.588457,71.014083,17.320508,3.464102,5
29.444864,-10.392305,-72.746134,-46.765372,-46.765372,39.837169,-13.856406,-24.248711,60.621778,-38.105118,4
17.320508,3.464102,-34.641016,-60.621778,-5.196152,31.176915,64.08588,27.712813,-25.980762,55.425626,8
45.033321,13.856406,15.588457,-38.105118,-34.641016,46.765372,-17.320508,100.458947,39.837169,27.712813,7
90.066642,-46.765372,22.51666,-57.157677,5.196152,69.282032,10.392305,60.621778,3.464102,60.621778,9
67.549981,8.660254,5.196152,-55.425626,19.052559,60.621778,20.78461,60.621778,3.464102,58.889727,9
57.157677,3.464102,-41.569219,-71.014083,1.732051,50.229473,31.176915,39.837169,-3.464102,58.889727,8
67.549981,-6.928203,-83.138439,-5.196152,-13.856406,24.248711,-24.248711,-24.248711,60.621778,-43.30127,4
